Video Title,Link,Start Time,End Time,Text,Speaker,SplitFromRow
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:02:31.760,00:02:32.912,A man: There's (unintelligible),A man,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:02:33.411,00:02:36.908,Yes.,Dr. Khalifa,28-1
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:02:33.411,00:02:36.908,And their idols can never respond to them until the Day of Resurrection.,A man,28-1
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:02:36.908,00:02:37.559,Dr. Khalifa: Exactly.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:02:37.559,00:02:39.110,A man: (unintelligible),A man,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:02:39.110,00:02:42.116,And Muhammad and Ali and Hussein cannot respond to anybody.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:02:42.815,00:02:47.010,"A woman: Until the Day of Resurrection. Then, they will be disown them.",A woman,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:02:47.010,00:02:48.810,"Dr. Khalifa: Then, they disown them. Right.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:02:50.299,00:02:51.501,They never knew about you.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:02:52.549,00:02:57.999,"Now, these people, these particular people, [46:7] When our revelations were recited to them, clearly,...",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:02:57.999,00:03:03.304,"that is worship God alone, uphold the word of God alone, the creed is La Elaha Ella Allah,",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:03:03.304,00:03:08.098,"[46:7]  ...those who disbelieved say to the truth that comes to them, ""This is obviously magic!""",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:03:09.445,00:03:25.316,"[46:8]  When they say, ""He fabricated this,"" say, ""If I fabricated this, then you cannot protect me from GOD. He is fully aware of everything you scheme. He suffices as a witness between me and you. He is the Forgiver, Most Merciful.""",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:03:27.497,00:03:32.681,"When I apply this to me personally, I notice always when it says ""say"", it is already said.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:03:34.029,00:03:42.660,"I always tell them ""if I'm a liar, then this is my problem. What is the message? What am I telling you? I'm telling you, worship God alone, and uphold the word of God alone.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:03:42.660,00:03:55.038,"If I'm lying to you, this is my problem, as far as you're concerned. You can benefit from the truth, if it is truthful, and you can benefit from the message. If I am a liar, it's my problem, not yours.""",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:03:55.736,00:04:04.821,"[46:9]  Say, ""I am not different from other messengers. I have no idea what will happen to me or to you. I only follow what is revealed to me. I am no more than a profound warner.""",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:04:08.463,00:04:16.949,"[46:10]  Say, ""What if it is from GOD and you disbelieved in it? A witness from the Children of Israel has borne witness to a similar phenomenon,*...",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:04:18.354,00:04:21.938,"So, look at the footnote here.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:04:23.938,00:04:34.370,"*46:10 This witness is Rabbi Judah the Pious (11th Century A.D.), who discovered the same 19-based mathematical code in intact fragments of the scripture (see Appendix 1).",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:04:35.151,00:04:39.733,"So, obviously, number 9, ""say"" here, refers to our generation.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:04:40.781,00:04:48.569,"[46:9]  ...""I am not different from other messengers. I have no idea what will happen to me or to you. I only follow what is revealed to me. I am no more than a profound warner.""",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:04:48.918,00:05:01.146,"[46:10]  Say, ""What if it is from GOD and you disbelieved in it? A witness from the Children of Israel has borne witness to a similar phenomenon,* and he has believed, while you have turned arrogant. Surely, GOD does not guide the wicked people.""",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:01.509,00:05:04.703,Rabbi Judah the Pious is undoubtedly a believer when you read his writings.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:05.207,00:05:10.245,"God alone, in fact, he's a strict scripturist, just like we are.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:10.644,00:05:11.546,"Number 11,",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:11.546,00:05:24.423,"[46:11]  Those who disbelieved said about those who believed, ""If it were anything good, they would not have preceded us to it."" Because they were not guided thereby, they said, ""This is an old fabrication!""",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:27.327,00:05:28.294,"Number 12,",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:28.294,00:05:37.528,"[46:12]  Before this, the book of Moses provided guidance and mercy. And this is a confirming Arabic scripture to warn those who transgressed, and to give good news to the righteous.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:38.227,00:05:39.179,Good News,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:39.478,00:05:44.921,"[46:13]  Surely, those who said, ""Our Lord is GOD,"" then led a righteous life, will have no fear, nor will they grieve.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:45.131,00:05:46.331,Sounds familiar?,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:47.378,00:05:48.538,"Number 14,",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:48.937,00:05:54.779,"[46:14]  They have deserved Paradise, where they abide forever; a reward for their works.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:55.278,00:05:56.230,Congratulations.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:57.031,00:05:58.191,Any questions?,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:05:58.191,00:06:14.611,"Yes. That is Surah... Those who are Christians, not here, but those who not fear, (unintelligible). The question was",Parivash,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:14.611,00:06:17.330,"those who are Jewish or Christians, no fear.",Parivash,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:17.330,00:06:23.674,How about the people who do not believe you are messenger?,Parivash,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:24.073,00:06:25.175,"Dr. Khalifa: Say ""they're going to Hell.""",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:25.175,00:06:27.175,"Parivash: Ok. They say ""how about this?""",Parivash,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:27.175,00:06:28.644,Say...,Dr. Khalifa,28-2
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:27.175,00:06:28.644,I told them something.,Parivash,28-2
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:29.780,00:06:34.035,"I said ""this is for people who didn't reach the truth.""",Parivash,28-3
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:29.780,00:06:34.035,who don't know. Yeah.,Dr. Khalifa,28-3
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:34.035,00:06:35.386,"Parivash: If you, if you show...",Parivash,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:35.386,00:06:43.037,"If these people, if they come and see the proof, I give them the proof, I give them the message, And they say, and they don't believe, they're go to hell.",Dr. Khalifa,28-4
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:35.386,00:06:43.037,"Ok. Yes. And they, they go. Yeah. Yeah.",Parivash,28-4
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:43.395,00:06:47.993,"I, I...",Parivash,28-5
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:43.395,00:06:47.993,"If they are believers who are included here, they readily accept everything.",Dr. Khalifa,28-5
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:47.993,00:06:48.995,Parivash: Yes.,Parivash,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:50.000,00:06:54.683,"I said ""for the person of belief, now is the time after Moses.""",Parivash,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:06:55.232,00:07:00.825,"And everybody, you know, they don't know and they die or they all, they all Heaven.",Parivash,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:00.825,00:07:05.669,"But if you did show them the truth, and they still, they say ""no, we don't believe.""",Parivash,28-6
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:00.825,00:07:05.669,Yes.,Dr. Khalifa,28-6
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:05.669,00:07:07.070,Dr. Khalifa: They go to Hell.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:07.764,00:07:09.698,Dr. Khalifa: Yeah. This is for people who don't know.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:10.352,00:07:12.750,They're in the middle of the jungle. They don't know anything about Quran or anything...,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:12.750,00:07:15.498,"But anytime you show them the Quran, they'll believe it.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:15.886,00:07:17.529,They find nothing objectionable in it.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:18.028,00:07:20.000,"You show them any proof from God, they accept it.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:20.255,00:07:23.479,"You see, God will guide them and make them... I mean...",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:23.479,00:07:26.316,"Parivash: And after this, Alhamdu Lillah, they say ""yeah, yeah, this makes sense.""",Parivash,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:26.316,00:07:27.069,Dr. Khalifa: Yeah.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:30.807,00:07:40.584,"Would it be appropriate if somebody, regarding verse 10, [46:10] ...A witness from the Children of Israel has borne witness to a similar phenomenon,...",A man,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:42.617,00:07:50.584,"If people say ""well, it also means that this verse also, a part of the verse also refers to Jesus"",",A man,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:50.584,00:07:57.825,"I would say ""yes, it used to refer vis-à-vis Muhammad, but now it refers to vis-à-vis, Rashad.""",A man,28-7
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:50.584,00:07:57.825,"No, actually...",Dr. Khalifa,28-7
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:07:58.374,00:08:00.773,"Dr. Khalifa: No, it never refers to Jesus.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:05.846,00:08:10.411,"No, Jesus is not considered one of the children of Israel in the Quran.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:11.559,00:08:16.705,He's considered the vanguard of a new movement and a whole new religion.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:17.353,00:08:19.485,"In the Quran, it says this?",A man,28-8
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:17.353,00:08:19.485,Yes.,Dr. Khalifa,28-8
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:20.832,00:08:22.901,Dr. Khalifa: (46:10) وَشَهِدَ شَاهِدٌۭ مِّنۢ بَنِىٓ إِسْرَٰٓءِيلَ,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:22.901,00:08:26.319,"You know, if it was Jesus, God would have said ""Jesus borne witness.""",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:27.466,00:08:30.000,He wouldn't call Jesus one of the children of Israel.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:31.141,00:08:32.141,A man: There has no...,A man,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:34.330,00:08:41.978,"I mean, there are two possibilities. One is that the verse had a particular relevance at the time of Muhammad",A man,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:41.978,00:08:48.019,and it has a further deeper relevance at your time.,A man,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:48.019,00:08:48.770,Dr. Khalifa: No.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:48.770,00:08:49.772,A man: But not this one.,A man,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:49.772,00:08:53.977,"It's just one of the things that were to come later, to become obvious later.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:08:57.074,00:09:01.851,A witness from among the children of Israel borne witness to something like it.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:09:02.699,00:09:06.707,But Jesus didn't bear witness to something like the Quran. It's totally different.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:09:08.184,00:09:11.841,This is...There's no question that it is Rabbi Judah the Pious.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:09:12.437,00:09:15.605,And he has believed.,A man,28-9
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:09:12.437,00:09:15.605,And... Right.,Dr. Khalifa,28-9
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:09:17.605,00:09:18.857,Dr. Khalifa: Ok...,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:09:19.156,00:09:22.503,"Bism Allah Arrahman Arraheem In the name of God, Most Gracious, Most Merciful",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:09:23.201,00:09:30.590,It was an excellent brief presentation of the perpetual miracle that God sent to us.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:09:31.289,00:09:37.530,"That is to be witnessed by anybody, in any place, at any time.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:09:38.478,00:09:42.773,"Anybody in Tokyo, Japan, can open this and witness the miracle.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:09:43.372,00:09:48.016,This mathematically coded book. This is an original idea.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:09:48.515,00:09:58.698,"And I have to take you back a few years, a few centuries actually, where the realization came first that God spoke to us in mathematics.",Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:09:59.751,00:10:10.000,It was about 900 years ago when a Jewish Rabbi discovered this number 19 in the intact remnants of the scriptures.,Dr. Khalifa,
28 Quran Study From Parivash 128 Sura 45;33 Parivash's Home 19 Math,https://www.youtube.com/watch?v=2wJituk57Ho,00:10:11.420,00:10:17.637,"Specifically in the prayers that were given to them through Abraham, from prophet Abraham,",Dr. Khalifa,
