Video Title,Link,Start Time,End Time,Text,Speaker,SplitFromRow,VerseRefs,VerseLang,HasArabic,Description,TOC Time,TOC Title
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:02:46.894,00:02:54.066,the swear to different things. And I tried to see whether there is any relationship or,Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:02:54.066,00:02:59.472,"why, why is God doing this and what is He trying to tell us.",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:03:01.101,00:03:10.380,"There were some of them that one starts with the Sun, the Moon, with the Bright Star, Sky, the Earth, Galaxies, all the things that",Dr. Mahmoud Sabahi,,,,false,,00:03:01.101,Natural Phenomena in Divine Swearing
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:03:10.380,00:03:23.209,"we see around us. We see the sky and... around us. And then, there is, there are others that God uses to changes that we see during the",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:03:23.209,00:03:32.070,"every 24 hours, by the Dawn, the Forenoon, the Day, the Night, the Afternoon and the Dusk. And then,",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:03:32.070,00:03:39.739,"we have Surah 100 that is the Runners, which is a subject by itself. And we have a Surah The Town.",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:03:39.739,00:03:49.530,"And we have in Surah 91, we have ""the soul."" It's something that we don't see. The things that we had",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:03:49.530,00:03:58.493,"up to this point, these are the things that we see and God is swearing by them. But by ""the soul"" or ""even and odd""",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:03:58.493,00:04:06.351,"and ""Promised Day"" and ""witness, and witnessed."" These are the things that I found, they could reveal the latest parts of the Surah,",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:04:06.351,00:04:11.890,"the Surahs of the... since 80, I think it is Surah 81.",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:04:13.286,00:04:22.890,"And if you look at those Surahs, the only Surah that God has given a plant's name and also starts with",Dr. Mahmoud Sabahi,,,,false,,00:04:13.286,Plants and Divine Signs
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:04:22.890,00:04:27.178,"starting by the fig and the olive, this is the only Surah that we have.",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:04:27.178,00:04:32.584,"So, there should be something significant, I guess, about these two plants that God is swearing to.",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:04:34.259,00:04:44.355,"And overall, what I understand from this is that",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:04:44.355,00:04:54.480,God is telling us to look around and look at what is going on around us and try to see what are the changes,Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:04:54.480,00:05:04.100,"and try to understand, try to use our intelligence, try to see and try to understand what is going on",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:05:04.100,00:05:12.683,"and see the signs that are all over the place. So, with that I go back to Surah 95.",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:05:15.084,00:05:17.340,"In the name of God, Most Gracious, Most Merciful.",Dr. Mahmoud Sabahi,,,,false,,00:05:15.084,Recitation of Sura Ninety Five
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:05:18.289,00:05:20.000,[95:1]  By the fig and the olive.,Dr. Mahmoud Sabahi,,95:1,en,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:05:20.000,00:05:23.452,[95:2] By the Mount Sinai. [95:3] And this honored town (Mecca).,Dr. Mahmoud Sabahi,,95:2; 95:3,en,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:05:23.873,00:05:25.176,"And this honored, sorry.",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:05:26.293,00:05:28.293,[95:4]  We created man in the best design.,Dr. Mahmoud Sabahi,,95:4,en,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:05:29.308,00:05:36.900,"In the new copy that we have Aya 5 is missing. So, I took it off the old copy. So,",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:05:36.900,00:05:41.559,"[95:4] We created man in the best design. [95:5] Then, we reverted him into lowliest of the lowly.",Dr. Mahmoud Sabahi,,95:4; 95:5,en,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:05:42.620,00:05:47.594,[95:6]  Except those who believe and lead a righteous life; they receive a reward that is well deserved.,Dr. Mahmoud Sabahi,,95:6,en,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:05:49.213,00:05:54.562,"[95:7] Why do you still reject the faith? [95:8] Is GOD not the Most Wise, of all the wise ones?",Dr. Mahmoud Sabahi,,95:7; 95:8,en,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:05:57.242,00:05:59.438,"So, we go back to verse",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:05:59.438,00:06:00.880,[95:1] By the fig and the olive.,Dr. Mahmoud Sabahi,,95:1,en,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:06:01.215,00:06:07.570,"There is a footnote here that is saying that fig, olive, Sinai and Mecca,",Dr. Mahmoud Sabahi,,,,false,,00:06:01.215,Symbolism of Fig and Olive
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:06:07.570,00:06:13.702,"they symbolize the prophets, Adam, Jesus, Moses, Abraham and Muhammad.",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:06:15.798,00:06:26.342,"Which since there is not more in the footnote, I guess Dr. Khalifa is the one who can explain what he means by that, I don't ...",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:06:26.621,00:06:37.341,"From the town, I know it relates to Muhammad, Ibrahim. And Mount Sinai, it may relate to Moses, but fig and olive how that relates to",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:06:37.341,00:06:41.742,"Dr. Sabahi: Adam and Jesus, then, he can explain to us, what does it mean?",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:06:41.742,00:06:53.233,"Dr. Khalifa: Well, amazingly, it is universal that the fig leaf or the fig tree, it is, reminds us of Adam and Eve in Paradise.",Dr. Khalifa,,,,false,,00:06:41.742,Historical Messengers and Symbolic Places
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:06:53.233,00:07:02.157,"They covered themselves with leaves of Paradise, whatever. But, universally, this seems to be related to Adam and Eve, the fig.",Dr. Khalifa,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:07:02.558,00:07:06.974,"The olive, Mount olive and Jesus are connected.",Dr. Khalifa,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:07:06.974,00:07:10.771,"And Mount Sinai and Moses, Mecca with Abraham and Muhammad.",Dr. Khalifa,02-2,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:07:06.974,00:07:10.771,Yeah.,Dr. Mahmoud Sabahi,02-2,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:07:13.898,00:07:22.646,"Dr. Khalifa: So, this represents the one and the same message that came to us through different messengers, from Adam to Muhammad, from the fig to Mecca.",Dr. Khalifa,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:07:25.549,00:07:30.296,"Dr. Sabahi: OK. So, after the first three verses, God says,",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:07:30.296,00:07:32.697,[95:4]  We created man in the best design.,Dr. Mahmoud Sabahi,,95:4,en,false,,00:07:30.296,Human Creation in Best Design
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:07:32.697,00:07:37.659,What is the meaning of that is something that we can think of.,Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:07:37.659,00:07:44.466,"What is, what is the best design? What is the best design that God does? Because",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:07:44.466,00:07:47.753,man is different from the rest of the creatures.,Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:07:49.149,00:07:53.717,The only difference is that he has the brain and he can think and he can make decision.,Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:07:54.286,00:08:06.729,And God has given us that design and then we have decided to make a decision. We made a decision and then went along,Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:08:06.729,00:08:18.193,"and then, God tells us that He created us in the best design and then reverted us to the lowliest of the lowly.",Dr. Mahmoud Sabahi,,,,false,,,
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:08:19.031,00:08:25.221,"And then, this is, this is one step the best design, the second step is the lowliest of the lowly.",Dr. Mahmoud Sabahi,,,,false,,00:08:19.031,Reverted to Lowliest of Lowly
02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,https://www.youtube.com/watch?v=7UVcPz5KQDY,00:08:25.221,00:08:35.119,"So, we start on the high, we go down to lowest and then, there is a chance for those who believe and lead a righteous life",Dr. Mahmoud Sabahi,,,,false,,,
