Video Title,Link,Start Time,End Time,Text,Speaker,SplitFromRow
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:12.884,00:02:13.614,A woman: (unintelligible),A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:14.099,00:02:15.429,Dr. Khalifa: He's more sophisticated.,Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:16.029,00:02:17.798,Hilarious.,A woman,32-4
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:16.029,00:02:17.798,He is modern.,Edip,32-4
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:18.075,00:02:21.137,But this is really good to show people how it's really been mistranslated.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:21.137,00:02:22.768,It's hilarious.,A woman,32-5
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:21.137,00:02:22.768,It is wonderful.,Edip,32-5
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:22.768,00:02:44.353,"""If any thinks that God will not help him, his apostle, in this world and the Hereafter, let him stretch out a rope to the ceiling and cut himself off. Then, let him see whether his plan will remove that which enrages him.""",A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:44.353,00:02:45.475,"A woman: After, after he's dead?!",A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:45.475,00:02:49.253,"Ok, now, let us say you're a very careful person who wants to follow the Quran to the letter.",Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:49.877,00:02:50.768,A woman: I'm dead.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:52.154,00:02:52.861,A woman: I'm dead.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:54.224,00:02:55.531,A woman: Wait. I'm finished.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:02:55.716,00:03:00.880,Dr. Khalifa: Just read it carefully and see what he's trying to tell you and do it. Because it's important. This is God's message to you.,Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:01.989,00:03:04.335,A woman: I'll be dead. I would have committed suicide.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:05.259,00:03:06.889,That's right. Yes.,Dr. Khalifa,32-6
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:05.259,00:03:06.889,Isn't that right? Yeah.,A woman,32-6
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:07.975,00:03:08.975,A woman: Good God.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:09.460,00:03:13.793,"Rashad, what did I do? You know, I criticized them there.",Edip,32-7
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:09.460,00:03:13.793,Yes.,Dr. Khalifa,32-7
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:14.648,00:03:19.234,"There, in Turkey, all Turkish translators, they translated this way.",Edip,32-8
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:14.648,00:03:19.234,"They said ""how dare you!""",Dr. Khalifa,32-8
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:19.373,00:03:33.198,"Edip: After my critic, I told them, to these translators, I said ""if you think that you are right, now I challenge you, help yourself and don't think either you are right or not.""",Edip,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:33.360,00:03:36.284,"Now, can I read yours? Can I read yours?",A woman,32-9
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:33.360,00:03:36.284,"Yes, of course.",Dr. Khalifa,32-9
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:37.139,00:03:55.167,"A woman: [22:15]  If anyone thinks that GOD cannot support him in this life and in the Hereafter, then let him turn completely to (his Creator in) heaven, and sever (the dependency on anyone else). He will then see that this plan eliminates anything that bothers him.",A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:55.329,00:03:58.230,"I mean, that is so clear. And it's real.",A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:03:58.230,00:04:00.080,Dr. Khalifa: That's the message of the Quran.,Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:00.773,00:04:07.599,"In the context, read from the words above and all the context is this.",Edip,32-10
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:00.773,00:04:07.599,"Yes, it is in context.",A woman,32-10
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:08.153,00:04:09.460,A woman: This is out of context.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:11.017,00:04:12.463,A woman: And it makes no sense at all.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:12.463,00:04:14.186,A woman: Not at all.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:14.186,00:04:17.479,"A man: Because they brought their idol, Muhammad, in there.",A man,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:17.479,00:04:20.842,Yes.,Dr. Khalifa,32-11
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:17.479,00:04:20.842,"Yes, yeah, they put Muhammad in there.",A woman,32-11
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:17.479,00:04:20.842,There's no mention of Muhammad.,Edip,32-11
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:20.842,00:04:23.027,Dr. Khalifa: There's no... It has nothing to do with Muhammad.,Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:23.027,00:04:24.657,A woman: It has nothing to do with Muhammad at all.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:24.657,00:04:25.918,"A woman: But they put him in there, too.",A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:26.149,00:04:35.626,A woman: Because even the Ayat before is talking about God admitting the believers and leading them into a righteous life.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:35.920,00:04:37.451,A woman: It has nothing to do with Muhammad.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:42.347,00:04:43.516,Dr. Khalifa: (unintelligible),Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:04:55.290,00:04:56.412,Dr. Khalifa: (unintelligible),Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:06.263,00:05:10.295,"Okay, well, we'll go back to work and we'll see you, IN SHAA ALLAH, for Salat Al-'Asr.",Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:10.503,00:05:11.903,A man: IN SHAA ALLAH.,A man,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:12.876,00:05:16.740,A woman: Is your pillow (unintelligible)?,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:17.364,00:05:18.048,Dr. Khalifa: I think.,Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:19.849,00:05:22.704,Dr. Khalifa: I was vice president of the Sunni mosque.,Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:23.721,00:05:28.446,"Dr. Khalifa: Then one day, I told them not to follow Hadith and Sunnah, so here I found their sign, it's saying ""for sale.""",Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:28.446,00:05:31.924,"Dr. Khalifa: So, and I asked. And I bought it.",Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:34.164,00:05:38.520,Behrouz: What (unintelligbile) more here.,Behrouz,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:38.520,00:05:41.813,Because I think the mosque needs a little job.,Behrouz,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:43.475,00:05:49.213,"For example, install the extra bathroom or kitchen bathroom or something like that.",Behrouz,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:49.836,00:05:51.060,Dr. Khalifa: We're doing it.,Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:52.654,00:05:54.654,Dr. Khalifa: We expanded it. Their mosque was only up to here.,Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:54.654,00:05:55.430,Behrouz: Yeah.,Behrouz,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:05:55.430,00:05:58.793,"Dr. Khalifa: And then we added this part. So, we keep expanding.",Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:06:00.248,00:06:03.518,"Dr. Khalifa: And I think we need a new expansion soon, IN SHAA ALLAH.",Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:06:04.396,00:06:05.000,A woman: It's getting there.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:06:05.000,00:06:07.000,"Last Friday, we didn't find a place to sit down.",Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:06:07.323,00:06:08.838,A woman: You're going to see people walking.,A woman,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:06:11.017,00:06:15.119,"I'm pretty sure, IN SHAA ALLAH, we'll take the whole block. This whole block and we'll build a mosque.",Dr. Khalifa,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:06:15.950,00:06:17.950,Audience: IN SHAA ALLAH.,Audience,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:06:22.800,00:06:28.311,"Edip: Rashad, we go and invade the other mosques. There's a new one.",Edip,
32 Quran Study From Parivash 532 Sura 60 & Sura 61 Rich Believer Certainty Insurance 114 Min 12 28 8,https://www.youtube.com/watch?v=jpTj9DAzZO4,00:06:28.473,00:06:32.274,"No, I checked it out and their direction of Qibla is wrong. So, I said ""we'll not take it.""",Dr. Khalifa,
