Video Title,Link,Start Time,End Time,Text,Speaker,SplitFromRow,VerseRefs,VerseLang,HasArabic,Description,TOC Time,TOC Title
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:03:08.077,00:03:14.146,"It doesn't mean that he was not, but it's a commandment for him and for us to observe God in everything we do, everything we say.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:03:14.146,00:03:16.512,[33:1] ... do not obey the disbelievers and hypocrites. ...,Dr. Khalifa,,33:1,en,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:03:17.412,00:03:24.012,"The disbelievers and hypocrites, when they give up on you and they find that your argument is very strong",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:03:24.012,00:03:28.819,"and unbeatable in the Quran, they tell you ""you worship Rashad Khalifa, or you follow Rashad Khalifa.""",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:03:28.819,00:03:31.801,"They play with your last god, which is ego.",Dr. Khalifa,,,,false,,00:03:28.819,Refuting Idol Worship Accusations
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:03:33.310,00:03:37.900,"So, ""do not obey the disbelievers and hypocrites"" because they are the ones who will utter that statement.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:03:38.351,00:03:41.833,"When a person utters that statement, they know full well we worship God alone",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:03:41.833,00:03:45.880,and we do not follow Rashad Khalifa or worship Rashad Khalifa. We follow what God says.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:03:47.034,00:03:53.384,"Rashad Khalifa says anything that's not in the Quran, you will be the first to tell him ""this is not in the Quran, why do you say that?""",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:03:54.855,00:03:59.716,And it is your duty not to obey me if it is not in the Quran.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:04:00.704,00:04:05.334,"And as a matter of fact, in this Surah, it says do not follow the Prophet Muhammad,",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:04:05.334,00:04:11.149,"we're talking about the Prophet, so do not obey him if he's saying something that is not righteous,",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:04:11.149,00:04:13.758,"something that is not in Quran, in other words.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:04:15.000,00:04:17.859,"I forget which verse it is, but we will come to it today.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:04:19.263,00:04:21.263,[33:1] ... do not obey the disbelievers and hypocrites. ...,Dr. Khalifa,,33:1,en,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:04:21.263,00:04:26.690,"When they tell you, you follow Rashad Khalifa, you just look at them and smile because this reveals their stupidity.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:04:27.911,00:04:32.657,"We are going out of our way to destroy idols, not to make idols.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:04:34.122,00:04:36.122,Our only god is God.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:04:37.160,00:04:41.357,And we have reached the conviction in our hearts that God alone possesses all power.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:04:41.967,00:04:45.859,"We reached the conviction in our hearts that no saint, no prophet, no Muhammad, no Jesus,",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:04:45.859,00:04:51.277,"no Rashad Khalifa, no anybody, no one other than God can guide us.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:04:52.630,00:05:01.722,"I think, I think that was a good demonstration at the conference that I see people whom I love fall by the wayside.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:05:03.028,00:05:06.239,"Obviously, I can't do anything to help them because it is between them and God.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:05:07.033,00:05:13.039,"If they don't have the conviction in their hearts, there is nothing in the world they can do or anybody else can do to save them.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:05:14.715,00:05:18.563,"And God gave examples in the Quran, Noah's son. Does Noah love his son?",Dr. Khalifa,,,,false,,00:05:14.715,Noah and Abraham Examples
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:05:19.312,00:05:21.645,"Noah, one of the great Prophets, couldn't help him.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:05:21.645,00:05:24.921,"Abraham, how about Abraham? How close is Abraham to God?",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:05:25.755,00:05:27.520,"As close as can be, right?",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:05:29.107,00:05:32.084,"I mean, if anyone gets very close to God, it will be probably as close as Abraham.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:05:32.084,00:05:35.427,"I don't wanna make it a rule, you may be closer than Abraham to God.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:05:35.732,00:05:37.732,We have to hold out that possibility.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:05:37.732,00:05:44.004,"But Abraham's father is going to Hell, and God reprimanded Abraham for asking forgiveness for his father.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:05:45.273,00:05:47.219,God loves Abraham very much.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:05:48.012,00:05:53.819,"Abraham asked God to forgive his father, but God reprimanded Abraham.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:05:54.369,00:06:00.941,"So, we are people who know full well that no human being, certainly not Rashad Khalifa, can help you",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:00.941,00:06:07.725,"in anything, except give you the message, do this with you, discuss it with you. This is all we can do.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:08.392,00:06:10.079,"Therefore, there is no idol worship.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:10.506,00:06:15.466,"Therefore, when they tell you ""you worship Rashad Khalifa"", you smile at them.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:15.466,00:06:18.352,They are not even worth one second of your time.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:19.878,00:06:25.662,"[33:1] O you prophet, observe GOD and do not obey the disbelievers and hypocrites. GOD is Omniscient, Most Wise.",Dr. Khalifa,,33:1,en,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:25.662,00:06:27.101,"What does ""God is omniscient"" mean?",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:28.261,00:06:30.261,"In Arabic, 'Alim (عَلِيم).",Dr. Khalifa,,,,true,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:31.041,00:06:33.065,"If you read the Arabic, you see it there, (33:1) عَلِيمًا حَكِيمًۭا",Dr. Khalifa,,33:1,ar,true,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:34.591,00:06:36.225,This means God knows what's in your heart.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:36.225,00:06:40.422,"They may say ""you worship Rashad Khalifa"", but God knows that in your heart, you don't.",Dr. Khalifa,,,,false,,00:06:36.225,God Knows the Heart
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:42.009,00:06:45.840,"We love each other a lot, but that is not idol worship.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:47.840,00:06:51.061,We love each other because God made it the law that we are a family.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:51.853,00:06:53.293,Surah 49.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:53.293,00:06:56.208,(49:10) إِنَّمَا ٱلْمُؤْمِنُونَ إِخْوَةٌۭ The believers are brothers and sisters.,Dr. Khalifa,,49:10,ar,true,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:06:57.741,00:07:00.628,Brothers and sisters for eternity love each other.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:07:01.287,00:07:03.919,"Now, don't confuse this with idol worship.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:07:05.685,00:07:14.178,"Idol worship is simply knowing that this person can help you, help, guide you, or help your, help your health",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:07:14.178,00:07:17.979,"or help in any other way, other than share the message with you.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:07:19.078,00:07:21.078,"[33:1]  ... GOD is Omniscient, Most Wise.",Dr. Khalifa,,33:1,en,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:07:21.383,00:07:24.237,[33:2]  Follow what is revealed to you from your Lord. ...,Dr. Khalifa,,33:2,en,false,,00:07:21.383,Following Only God's Revelation
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:07:25.946,00:07:27.946,"Straightforward, clear?",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:07:27.946,00:07:32.021,This is what we follow. We do not follow Muhammad or Jesus or any human being.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:07:34.021,00:07:41.331,"So, when they try to poke your ego and say ""you follow this or that"", you don't, it doesn't bother you.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:07:41.883,00:07:45.483,Because God knows that we don't follow any human being.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:07:46.856,00:07:50.962,We follow what God... We follow what is revealed to us from our Lord.,Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:07:51.633,00:07:56.929,[33:2]  Follow what is revealed to you from your Lord. GOD is fully Cognizant of everything you all do.,Dr. Khalifa,,33:2,en,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:08:02.071,00:08:03.071,A man: A question.,A man,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:08:03.071,00:08:03.912,"Dr. Khalifa: Yes, sir.",Dr. Khalifa,,,,false,,,
34 Quran Study From Parivash 734 Sura 33 GOD Is Physical Innovations Praying & Prostrating After Sal,https://www.youtube.com/watch?v=dH2WDuFNJyI,00:08:04.827,00:08:07.437,"You said ""we follow what's revealed to you from your Lord.""",A man,,,,false,,,
