Video Title,Link,Start Time,End Time,Text,Speaker,Description,TOC Time,TOC Title
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:01:05.357,00:01:12.000,"That was part of the fasting, fasting from food, drink and sex throughout the whole month.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:01:12.676,00:01:20.361,"As you'll see in here in the next, actually it's in verse 187,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:01:20.361,00:01:27.082,"you'll see that this, this was modified to allow intercourse during the nights of Ramadan.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:01:31.000,00:01:32.764,"184, you shall fast during the specified days.",Dr. Khalifa,,00:01:31.000,Identifying the Specified Days of Fasting
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:01:32.764,00:01:36.026,[2:184]  You shall fast during the specified days; ...,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:01:36.820,00:01:41.279,Specified days means the 9th month of the lunar calendar.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:01:42.541,00:01:43.504,That's the month of Ramadan.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:01:43.504,00:01:46.584,The month of Ramadan existed before Muhammad was born.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:01:51.000,00:01:54.000,[2:184]  You shall fast during the specified days; ...,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:01:54.496,00:02:02.000,"Specified days are, are identified by the appearance of the moon, the new moon of the 9th month,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:02:02.000,00:02:06.333,and end by the appearance of the new moon of the 10th month.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:02:08.361,00:02:22.617,"[2:184]  ... Those who are ill or traveling may fast an equal number of other days. And those who find it too difficult, may substitute the feeding of a poor person for each day of fasting. ...",Dr. Khalifa,,00:02:08.361,Divine Alleviations for Illness and Travel
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:02:23.225,00:02:25.873,"You see, God gave us all kinds of outlets.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:02:27.721,00:02:31.451,"Whatever the reasons, if you cannot fast, there's always an outlet.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:02:31.451,00:02:33.639,"You can feed a poor person for every day,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:02:33.639,00:02:40.000,"if you're ill or traveling, there's hardship, then you can postpone the fasting.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:02:40.000,00:02:44.260,"All these are, are alleviations, allowances from God.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:02:48.225,00:02:58.624,"[2:184]  ... those who find it too difficult, may substitute the feeding of a poor person for each day of fasting. If they volunteered to feed more people, it would be better. ...",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:02:59.811,00:03:02.414,"And then, notice the end of the verse.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:03:03.000,00:03:06.595,"[2:184]  ... But fasting is the best for you, if you only knew.",Dr. Khalifa,,00:03:03.000,The Superiority of Completing the Fast
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:03:07.361,00:03:13.091,"So, after all these allowances, whatever the excuses, the reasons,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:03:13.091,00:03:18.766,"even though God gives you permission to break your fasting, it is,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:03:18.766,00:03:20.685,"[2:184]  ... fasting is the best for you, ...",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:03:20.685,00:03:27.271,"So, if you can, by any, any way, fast, then go ahead.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:03:27.271,00:03:29.026,It is best for you to fast.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:03:32.586,00:03:39.586,"Nobody dies from abstention from water and food for, for one day, 24 hours.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:03:39.586,00:03:43.369,"Of course, it is not 24 hours, it's only a maximum of 16 hours.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:03:44.451,00:03:48.578,Nobody will die of lack of food and water.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:03:49.609,00:03:58.000,"So, it is best for us to do, carry out this commandment of fasting.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:03:58.000,00:03:59.088,185.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:03:59.564,00:04:03.564,"[2:185]  Ramadan is the month during which the Quran was revealed, ...",Dr. Khalifa,,00:03:59.564,Revelation of Quran in Ramadan
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:04.238,00:04:07.476,"Now, this is a very important statement,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:07.476,00:04:11.802,because the legend and stories and so forth tell you,Dr. Khalifa,,00:04:07.476,Challenging the Twenty-Three Year Revelation Legend
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:11.802,00:04:15.247,that the Quran was revealed over a period of 23 years.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:16.635,00:04:18.635,"Obviously, it is not true.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:19.000,00:04:20.000,"Because this verse, it says,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:20.000,00:04:23.224,"[2:185]  Ramadan is the month during which the Quran was revealed, ...",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:26.000,00:04:32.000,"The fact is, throughout the Quran, we're told that the prophet Muhammad was taken",Dr. Khalifa,,00:04:26.000,Placement of Quran in Muhammad's Heart
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:32.000,00:04:36.683,"on the Night of Power, the 27th night of Ramadan of that year,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:36.683,00:04:40.819,"that first day, he was taken up to the highest horizon,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:40.819,00:04:41.946,(unintelligible),Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:42.643,00:04:47.000,"And the Quran was put in his heart, the whole Quran,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:47.000,00:04:48.357,on that one night.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:49.833,00:04:53.802,Just like you and I have in our heart the knowledge,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:53.802,00:04:57.357,"that God is the Lord of the universe,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:04:57.357,00:05:02.207,"that we bore witness that God is, is our Lord.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:05:02.643,00:05:06.453,But we don't remember that because it's inside our heart.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:05:07.683,00:05:10.366,We don't perceive it. It's in our instinct.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:05:11.000,00:05:14.660,"And the same, in the same way, the Quran was put in Muhammad's heart.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:05:17.000,00:05:23.000,"Sura 53 gives the details, how he was taken to the highest horizon,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:05:23.000,00:05:25.850,"and the, the whole Quran was put in his heart.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:05:27.119,00:05:37.000,"Subsequent to this, Gabriel will go and bring out a portion of Quran,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:05:37.000,00:05:41.612,a portion that is small enough for the prophet and his companions to memorize.,Dr. Khalifa,,00:05:37.000,Gradual Release of Quranic Portions
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:05:43.000,00:05:45.000,"We find this in Sura 17, it says,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:05:45.000,00:05:53.000,we released the Quran in small portions in order that you may memorize.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:05:53.000,00:05:56.000,"Now, all these references are shown at the very beginning of the book.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:05:56.000,00:06:02.000,"Go look at the, the beginning of the, the first few pages.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:02.317,00:06:04.722,"There's one with big words, one page,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:04.722,00:06:07.405,"that says, on the 27th night of Ramadan.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:08.000,00:06:09.096,You see that page?,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:10.722,00:06:14.278,"On the 27th night of Ramadan of the year 13,",Dr. Khalifa,,00:06:10.722,Summoned to the Highest Possible Point
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:14.278,00:06:16.000,"before Hijra,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:16.000,00:06:18.198,"that is 610 A.D.,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:18.198,00:06:22.000,"the prophet Muhammad was summoned to the highest possible point,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:22.000,00:06:23.088,Al-Masjid Al-Aqsa (ٱلْمَسْجِدِ ٱلْأَقْصَا).,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:24.119,00:06:26.771,Masjid Al-Aqsa is the highest possible point.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:28.516,00:06:31.366,And this Quran was placed into his heart.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:32.516,00:06:40.000,"As we see in 2:97, 17:1, 44:3, 53:1-18, and 97:1-5.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:40.000,00:06:41.603,"Subsequently,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:41.603,00:06:49.286,"the Quran was released through Muhammad's mouth over a period of 23 years,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:49.286,00:06:53.025,namely between 610 and 632 A.D.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:55.445,00:06:57.167,"At the moment of release,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:06:57.167,00:07:01.096,it was scrupulously written down and divinely guarded since then.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:02.127,00:07:06.929,"Now, this is not what the majority of Muslims around the world believe or think.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:07.127,00:07:08.730,They have stories.,Dr. Khalifa,,00:07:07.127,Rejecting the Traditional Cave Story
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:10.754,00:07:15.569,"They are taken from Hadith, and from other sources, storytellers,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:15.569,00:07:17.000,"that the prophet was sitting in a cave,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:17.000,00:07:18.357,"and Gabriel came to him and said,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:18.357,00:07:19.008,Read.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:20.595,00:07:22.269,"And he said, I don't know how to read,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:22.269,00:07:23.278,and so forth.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:23.278,00:07:25.317,"So, these are the storytellers.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:25.317,00:07:27.286,But the Quran says something else.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:28.436,00:07:31.436,"The Quran says he was taken to Al-Masjid Al-Aqsa,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:31.436,00:07:33.189,way up in the seventh heaven.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:34.000,00:07:35.270,"But at the time, of course,",Dr. Khalifa,,00:07:34.000,The Heavenly Location of Masjid Al-Aqsa
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:35.270,00:07:37.468,there was no such thing as Masjid Al-Aqsa on earth.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:39.000,00:07:41.549,But most people don't think about that.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:41.549,00:07:44.549,"Masjid Al-Aqsa in Jerusalem was built after the fact,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:44.549,00:07:46.240,70 years after the prophet.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:48.000,00:07:50.722,"And then, the storytellers made up the story about him",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:50.722,00:07:53.722,going from Mecca to Jerusalem and then up to heaven.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:53.722,00:07:55.779,"He was taken from Mecca to heaven, straight.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:07:57.722,00:08:00.167,"Dr. Khalifa: And this is, this is (unintelligible) in the Quran.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:08:00.167,00:08:04.190,"Dr Khalifa: Yes.
A man: Is it the (unintelligible)",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:08:04.190,00:08:06.754,Dr. Khalifa: It's the same thing. It's not from...,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:08:09.000,00:08:12.000,That was in the first day of revelation of Quran.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:08:12.000,00:08:15.317,"That was in the 27th night of Ramadan,",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:08:15.317,00:08:18.524,when Muhammad was appointed a messenger.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:08:22.000,00:08:28.626,"So, when we look in the Quran and put all these facts together,",Dr. Khalifa,,00:08:22.000,Quranic Evidence of One-Night Revelation
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:08:28.626,00:08:29.683,you reach the truth.,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:08:29.683,00:08:33.088,"I want you to look at Sura 44, verse 3, for example.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:08:37.198,00:08:38.198,44:3,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:08:45.595,00:08:48.167,"Straight forward. You know, the subject is very clear.",Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:08:48.167,00:08:53.850,But it's amazing how the average Muslim will really get,Dr. Khalifa,,,
69 Friday Sermon 17 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=ZoJv66rG2Q0,00:08:53.850,00:08:56.850,insulted when you tell them the truth of the Quran.,Dr. Khalifa,,,
