Video Title,Link,Start Time,End Time,Text,Speaker,SplitFromRow,VerseRefs,VerseLang
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:06:19.095,00:06:23.430,verses to create confusion and to seek different meanings.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:06:23.988,00:06:33.494,This is the most interesting part of it because myself at least being a Muslim and being raised in an,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:06:33.494,00:06:42.080,"Islamic environment, I can very easily, very soundly relate to this because this is",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:06:42.080,00:06:44.360,exactly what is happening.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:06:44.360,00:06:54.060,"And we have felt it all throughout our lives, how these multiple-meaning verses",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:06:54.060,00:06:56.473,are becoming the essence of the scripture.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:06:56.473,00:06:59.480,And the essence of the scripture is put aside.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:06:59.480,00:07:10.350,"So, you see all the time an effort that is put into ""understanding the Quran"" is devoted",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:07:10.350,00:07:15.737,"to the understanding of the multiple-meaning verses, the Mutishabihat (مُتَشَـٰبِهَـٰتٌۭ).",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:07:15.737,00:07:24.504,"And then in that process, people completely forget about the essence of the major points of the scripture.",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:07:24.936,00:07:28.105,And with that they confuse the other people.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:07:28.105,00:07:33.250,"And I don't have to go to specific examples of this, but you can see it everywhere.",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:07:33.250,00:07:40.389,"I'm sure you can see it in other religions, but I have no idea of how those things are done, but",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:07:40.389,00:07:50.207,this clearly shows that how even Satan can use those multiple-meaning verses to divert,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:07:50.207,00:07:55.000,you from the major issue which are the essence of the book.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:07:56.267,00:08:00.569,"And then, God goes on and says ""no one knows their true meaning except God.""",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:08:00.569,00:08:10.326,"Which is something that we have discussed and we know that He is the ultimate, the only teacher of the Quran.",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:08:10.326,00:08:13.560,"And then, says ""those who possess knowledge.""",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:08:14.472,00:08:16.266,Who are the people who possess knowledge?,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:08:17.634,00:08:18.266,The...,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:08:19.104,00:08:30.544,"If you are a person who goes to a religious school, you become dressed in a specific case, in a specific way and then,",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:08:30.544,00:08:36.820,you spend all of your life dealing with Mutishabihat (مُتَشَـٰبِهَـٰتٌۭ) rather than worrying about,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:08:36.820,00:08:38.289,"the major issues,",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:08:38.289,00:08:40.926,does that make you a person that you have to possess,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:08:40.926,00:08:43.234,You are the one who possesses the knowledge?,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:08:43.234,00:08:49.382,"Or everybody else, or anybody can have the possession of that knowledge?",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:08:50.000,00:08:57.940,"The Arabic word for this ""possess knowledge"" is Rasikhuna Fil Elm (رَّٰسِخُونَ فِى ٱلْعِلْمِ).",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:08:57.940,00:08:59.382,When this...,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:09:00.000,00:09:11.720,"Today, I was listening to Edip. Rasikhun (رَّٰسِخُونَ) I think in Farsi, at least the way we understand, is somebody who is seeking, who is really trying to find new things.",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:09:11.720,00:09:20.000,It doesn't matter if it is Quran or anything that you wanna find out.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:09:20.474,00:09:26.617,"And these are the people who are seeking, who are thirsty for the truth or to gain knowledge",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:09:26.617,00:09:30.222,"about any issue, in this case about the Quran.",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:09:30.830,00:09:43.796,And you acquire that knowledge by going and trying and seeking and reading and researching.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:09:44.556,00:09:45.998,How much you do that...,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:09:49.575,00:09:52.262,I think I have a magnetic field for the children.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:09:54.898,00:09:56.391,"Dr. Khalifa: On tape, there's gonna be whispers.",Dr. Khalifa,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:10:05.288,00:10:12.029,"So, this is interesting to see who are the people who possess the knowledge.",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:10:12.029,00:10:17.746,"The people who can bombard you with all these Arabic verses, which I have firsthand experience of it.",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:10:17.746,00:10:25.010,Because if we dare to ask questions or raise questions about things that cross your mind,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:10:25.010,00:10:32.696,"in school or in society, then those people who supposedly possess the knowledge",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:10:32.696,00:10:34.807,wouldn't be able to answer you.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:10:34.807,00:10:45.079,"And they would resort to saying that, you know, you are becoming a disbeliever, you are becoming... you are questioning",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:10:45.079,00:10:46.680,God and all of these things.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:10:46.680,00:10:52.224,"You know, when they didn't have an answer, they would relate directly that to God, that you are questioning God,",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:10:52.224,00:10:54.389,while God has all the answers.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:10:54.389,00:11:00.470,"Thank God that now that I read the Quran, I find out that everything is here.",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:11:00.470,00:11:08.971,"So, possessing or getting that knowledge only goes to the people who are, I use the Arabic,",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:11:08.971,00:11:17.029,Rasikhuna Fil Elm (رَّٰسِخُونَ فِى ٱلْعِلْمِ) the ones who are seeking to find the answers and they are after finding the true meaning,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:11:17.029,00:11:19.457,of the Quran.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:11:20.000,00:11:24.711,"And then, God says ""they say, those people who possess the knowledge",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:11:24.711,00:11:34.364,"[3:7]  ...""We believe in this—for it all comes from our Lord."" Only those who possess intelligence will take heed.",Dr. Mahmoud Sabahi,,3:7,en
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:11:35.585,00:11:40.833,"Nothing to elaborate too much on this. Clearly, it says what it means.",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:11:44.290,00:11:52.234,I'll stop here and I would like to put it to discussion on this verse specifically.,Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:11:52.234,00:12:01.439,"If any additions or any subtractions or any, whatever could be done to this before I go to the next verse.",Dr. Mahmoud Sabahi,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:12:07.922,00:12:15.703,This is one of the most important verses and has been discussed on it and also,Edip,,,
20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,https://www.youtube.com/watch?v=jlYvG8mSkGs,00:12:15.703,00:12:19.566,many times they use this against the miracle of Quran.,Edip,,,
