NA1904_ID	NA1904_Text	NA27_ID	NA28_ID	SBLGNT_ID	SBLGNT_Text	MARBLE_ID
42013016015	οὐκ	42013016015	42013016015	42013016015	οὐκ	04201301600030
42013016016	ἔδει	42013016016	42013016016	42013016016	ἔδει	04201301600032
42013016017	λυθῆναι	42013016017	42013016017	42013016017	λυθῆναι	04201301600034
42013016018	ἀπὸ	42013016018	42013016018	42013016018	ἀπὸ	04201301600036
42013016019	τοῦ	42013016019	42013016019	42013016019	τοῦ	04201301600038
42013016020	δεσμοῦ	42013016020	42013016020	42013016020	δεσμοῦ	04201301600040
42013016021	τούτου	42013016021	42013016021	42013016021	τούτου	04201301600042
42013016022	τῇ	42013016022	42013016022	42013016022	τῇ	04201301600044
42013016023	ἡμέρᾳ	42013016023	42013016023	42013016023	ἡμέρᾳ	04201301600046
42013016024	τοῦ	42013016024	42013016024	42013016024	τοῦ	04201301600048
42013016025	σαββάτου;	42013016025	42013016025	42013016025	σαββάτου;	04201301600050
42013017001	καὶ	42013017001	42013017001	42013017001	καὶ	04201301700002
42013017002	ταῦτα	42013017002	42013017002	42013017002	ταῦτα	04201301700004
42013017003	λέγοντος	42013017003	42013017003	42013017003	λέγοντος	04201301700006
42013017004	αὐτοῦ	42013017004	42013017004	42013017004	αὐτοῦ	04201301700008
42013017005	κατῃσχύνοντο	42013017005	42013017005	42013017005	κατῃσχύνοντο	04201301700010
42013017006	πάντες	42013017006	42013017006	42013017006	πάντες	04201301700012
42013017007	οἱ	42013017007	42013017007	42013017007	οἱ	04201301700014
42013017008	ἀντικείμενοι	42013017008	42013017008	42013017008	ἀντικείμενοι	04201301700016
42013017009	αὐτῷ,	42013017009	42013017009	42013017009	αὐτῷ,	04201301700018
42013017010	καὶ	42013017010	42013017010	42013017010	καὶ	04201301700020
42013017011	πᾶς	42013017011	42013017011	42013017011	πᾶς	04201301700022
42013017012	ὁ	42013017012	42013017012	42013017012	ὁ	04201301700024
42013017013	ὄχλος	42013017013	42013017013	42013017013	ὄχλος	04201301700026
42013017014	ἔχαιρεν	42013017014	42013017014	42013017014	ἔχαιρεν	04201301700028
42013017015	ἐπὶ	42013017015	42013017015	42013017015	ἐπὶ	04201301700030
42013017016	πᾶσιν	42013017016	42013017016	42013017016	πᾶσιν	04201301700032
42013017017	τοῖς	42013017017	42013017017	42013017017	τοῖς	04201301700034
42013017018	ἐνδόξοις	42013017018	42013017018	42013017018	ἐνδόξοις	04201301700036
42013017019	τοῖς	42013017019	42013017019	42013017019	τοῖς	04201301700038
42013017020	γινομένοις	42013017020	42013017020	42013017020	γινομένοις	04201301700040
42013017021	ὑπ’	42013017021	42013017021	42013017021	ὑπ’	04201301700042
42013017022	αὐτοῦ.	42013017022	42013017022	42013017022	αὐτοῦ.	04201301700044
42013018001	Ἔλεγεν	42013018001	42013018001	42013018001	Ἔλεγεν	04201301800002
42013018002	οὖν	42013018002	42013018002	42013018002	οὖν·	04201301800004
42013018003	Τίνι	42013018003	42013018003	42013018003	Τίνι	04201301800006
42013018004	ὁμοία	42013018004	42013018004	42013018004	ὁμοία	04201301800008
42013018005	ἐστὶν	42013018005	42013018005	42013018005	ἐστὶν	04201301800010
42013018006	ἡ	42013018006	42013018006	42013018006	ἡ	04201301800012
42013018007	βασιλεία	42013018007	42013018007	42013018007	βασιλεία	04201301800014
42013018008	τοῦ	42013018008	42013018008	42013018008	τοῦ	04201301800016
42013018009	Θεοῦ,	42013018009	42013018009	42013018009	θεοῦ,	04201301800018
42013018010	καὶ	42013018010	42013018010	42013018010	καὶ	04201301800020
42013018011	τίνι	42013018011	42013018011	42013018011	τίνι	04201301800022
42013018012	ὁμοιώσω	42013018012	42013018012	42013018012	ὁμοιώσω	04201301800024
42013018013	αὐτήν;	42013018013	42013018013	42013018013	αὐτήν;	04201301800026
42013019001	ὁμοία	42013019001	42013019001	42013019001	ὁμοία	04201301900002
42013019002	ἐστὶν	42013019002	42013019002	42013019002	ἐστὶν	04201301900004
42013019003	κόκκῳ	42013019003	42013019003	42013019003	κόκκῳ	04201301900006
42013019004	σινάπεως,	42013019004	42013019004	42013019004	σινάπεως,	04201301900008
42013019005	ὃν	42013019005	42013019005	42013019005	ὃν	04201301900010
42013019006	λαβὼν	42013019006	42013019006	42013019006	λαβὼν	04201301900012
42013019007	ἄνθρωπος	42013019007	42013019007	42013019007	ἄνθρωπος	04201301900014
42013019008	ἔβαλεν	42013019008	42013019008	42013019008	ἔβαλεν	04201301900016
42013019009	εἰς	42013019009	42013019009	42013019009	εἰς	04201301900018
42013019010	κῆπον	42013019010	42013019010	42013019010	κῆπον	04201301900020
42013019011	ἑαυτοῦ,	42013019011	42013019011	42013019011	ἑαυτοῦ,	04201301900022
42013019012	καὶ	42013019012	42013019012	42013019012	καὶ	04201301900024
42013019013	ηὔξησεν	42013019013	42013019013	42013019013	ηὔξησεν	04201301900026
42013019014	καὶ	42013019014	42013019014	42013019014	καὶ	04201301900028
42013019015	ἐγένετο	42013019015	42013019015	42013019015	ἐγένετο	04201301900030
42013019016	εἰς	42013019016	42013019016	42013019016	εἰς	04201301900032
42013019017	δένδρον,	42013019017	42013019017	42013019017	δένδρον,	04201301900034
42013019018	καὶ	42013019018	42013019018	42013019018	καὶ	04201301900036
42013019019	τὰ	42013019019	42013019019	42013019019	τὰ	04201301900038
42013019020	πετεινὰ	42013019020	42013019020	42013019020	πετεινὰ	04201301900040
42013019021	τοῦ	42013019021	42013019021	42013019021	τοῦ	04201301900042
42013019022	οὐρανοῦ	42013019022	42013019022	42013019022	οὐρανοῦ	04201301900044
42013019023	κατεσκήνωσεν	42013019023	42013019023	42013019023	κατεσκήνωσεν	04201301900046
42013019024	ἐν	42013019024	42013019024	42013019024	ἐν	04201301900048
42013019025	τοῖς	42013019025	42013019025	42013019025	τοῖς	04201301900050
42013019026	κλάδοις	42013019026	42013019026	42013019026	κλάδοις	04201301900052
42013019027	αὐτοῦ.	42013019027	42013019027	42013019027	αὐτοῦ.	04201301900054
42013020001	Καὶ	42013020001	42013020001	42013020001	Καὶ	04201302000002
42013020002	πάλιν	42013020002	42013020002	42013020002	πάλιν	04201302000004
42013020003	εἶπεν	42013020003	42013020003	42013020003	εἶπεν·	04201302000006
42013020004	Τίνι	42013020004	42013020004	42013020004	Τίνι	04201302000008
42013020005	ὁμοιώσω	42013020005	42013020005	42013020005	ὁμοιώσω	04201302000010
42013020006	τὴν	42013020006	42013020006	42013020006	τὴν	04201302000012
42013020007	βασιλείαν	42013020007	42013020007	42013020007	βασιλείαν	04201302000014
42013020008	τοῦ	42013020008	42013020008	42013020008	τοῦ	04201302000016
42013020009	Θεοῦ;	42013020009	42013020009	42013020009	θεοῦ;	04201302000018
42013021001	ὁμοία	42013021001	42013021001	42013021001	ὁμοία	04201302100002
42013021002	ἐστὶν	42013021002	42013021002	42013021002	ἐστὶν	04201302100004
42013021003	ζύμῃ,	42013021003	42013021003	42013021003	ζύμῃ,	04201302100006
42013021004	ἣν	42013021004	42013021004	42013021004	ἣν	04201302100008
42013021005	λαβοῦσα	42013021005	42013021005	42013021005	λαβοῦσα	04201302100010
42013021006	γυνὴ	42013021006	42013021006	42013021006	γυνὴ	04201302100012
		42013021007	42013021007			04201302100014
42013021007	ἔκρυψεν			42013021007	ἔκρυψεν	
42013021008	εἰς	42013021008	42013021008	42013021008	εἰς	04201302100016
42013021009	ἀλεύρου	42013021009	42013021009	42013021009	ἀλεύρου	04201302100018
42013021010	σάτα	42013021010	42013021010	42013021010	σάτα	04201302100020
42013021011	τρία,	42013021011	42013021011	42013021011	τρία	04201302100022
42013021012	ἕως	42013021012	42013021012	42013021012	ἕως	04201302100024
42013021013	οὗ	42013021013	42013021013	42013021013	οὗ	04201302100026
42013021014	ἐζυμώθη	42013021014	42013021014	42013021014	ἐζυμώθη	04201302100028
42013021015	ὅλον.	42013021015	42013021015	42013021015	ὅλον.	04201302100030
42013022001	Καὶ	42013022001	42013022001	42013022001	Καὶ	04201302200002
42013022002	διεπορεύετο	42013022002	42013022002	42013022002	διεπορεύετο	04201302200004
42013022003	κατὰ	42013022003	42013022003	42013022003	κατὰ	04201302200006
42013022004	πόλεις	42013022004	42013022004	42013022004	πόλεις	04201302200008
42013022005	καὶ	42013022005	42013022005	42013022005	καὶ	04201302200010
42013022006	κώμας	42013022006	42013022006	42013022006	κώμας	04201302200012
42013022007	διδάσκων	42013022007	42013022007	42013022007	διδάσκων	04201302200014
42013022008	καὶ	42013022008	42013022008	42013022008	καὶ	04201302200016
42013022009	πορείαν	42013022009	42013022009	42013022009	πορείαν	04201302200018
42013022010	ποιούμενος	42013022010	42013022010	42013022010	ποιούμενος	04201302200020
42013022011	εἰς	42013022011	42013022011	42013022011	εἰς	04201302200022
42013022012	Ἱεροσόλυμα.	42013022012	42013022012	42013022012	Ἱεροσόλυμα.	04201302200024
42013023001	Εἶπεν	42013023001	42013023001	42013023001	εἶπεν	04201302300002
42013023002	δέ	42013023002	42013023002	42013023002	δέ	04201302300004
42013023003	τις	42013023003	42013023003	42013023003	τις	04201302300006
42013023004	αὐτῷ	42013023004	42013023004	42013023004	αὐτῷ·	04201302300008
42013023005	Κύριε,	42013023005	42013023005	42013023005	Κύριε,	04201302300010
42013023006	εἰ	42013023006	42013023006	42013023006	εἰ	04201302300012
42013023007	ὀλίγοι	42013023007	42013023007	42013023007	ὀλίγοι	04201302300014
42013023008	οἱ	42013023008	42013023008	42013023008	οἱ	04201302300016
42013023009	σῳζόμενοι;	42013023009	42013023009	42013023009	σῳζόμενοι;	04201302300018
42013023010	ὁ	42013023010	42013023010	42013023010	ὁ	04201302300020
42013023011	δὲ	42013023011	42013023011	42013023011	δὲ	04201302300022
42013023012	εἶπεν	42013023012	42013023012	42013023012	εἶπεν	04201302300024
42013023013	πρὸς	42013023013	42013023013	42013023013	πρὸς	04201302300026
42013023014	αὐτούς	42013023014	42013023014	42013023014	αὐτούς·	04201302300028
42013024001	Ἀγωνίζεσθε	42013024001	42013024001	42013024001	Ἀγωνίζεσθε	04201302400002
42013024002	εἰσελθεῖν	42013024002	42013024002	42013024002	εἰσελθεῖν	04201302400004
42013024003	διὰ	42013024003	42013024003	42013024003	διὰ	04201302400006
42013024004	τῆς	42013024004	42013024004	42013024004	τῆς	04201302400008
42013024005	στενῆς	42013024005	42013024005	42013024005	στενῆς	04201302400010
42013024006	θύρας,	42013024006	42013024006	42013024006	θύρας,	04201302400012
42013024007	ὅτι	42013024007	42013024007	42013024007	ὅτι	04201302400014
42013024008	πολλοί,	42013024008	42013024008	42013024008	πολλοί,	04201302400016
42013024009	λέγω	42013024009	42013024009	42013024009	λέγω	04201302400018
42013024010	ὑμῖν,	42013024010	42013024010	42013024010	ὑμῖν,	04201302400020
42013024011	ζητήσουσιν	42013024011	42013024011	42013024011	ζητήσουσιν	04201302400022
42013024012	εἰσελθεῖν	42013024012	42013024012	42013024012	εἰσελθεῖν	04201302400024
42013024013	καὶ	42013024013	42013024013	42013024013	καὶ	04201302400026
42013024014	οὐκ	42013024014	42013024014	42013024014	οὐκ	04201302400028
42013024015	ἰσχύσουσιν.	42013024015	42013024015	42013024015	ἰσχύσουσιν,	04201302400030
42013025001	ἀφ’	42013025001	42013025001	42013025001	ἀφ’	04201302500002
42013025002	οὗ	42013025002	42013025002	42013025002	οὗ	04201302500004
42013025003	ἂν	42013025003	42013025003	42013025003	ἂν	04201302500006
42013025004	ἐγερθῇ	42013025004	42013025004	42013025004	ἐγερθῇ	04201302500008
42013025005	ὁ	42013025005	42013025005	42013025005	ὁ	04201302500010
42013025006	οἰκοδεσπότης	42013025006	42013025006	42013025006	οἰκοδεσπότης	04201302500012
42013025007	καὶ	42013025007	42013025007	42013025007	καὶ	04201302500014
42013025008	ἀποκλείσῃ	42013025008	42013025008	42013025008	ἀποκλείσῃ	04201302500016
42013025009	τὴν	42013025009	42013025009	42013025009	τὴν	04201302500018
42013025010	θύραν,	42013025010	42013025010	42013025010	θύραν,	04201302500020
42013025011	καὶ	42013025011	42013025011	42013025011	καὶ	04201302500022
42013025012	ἄρξησθε	42013025012	42013025012	42013025012	ἄρξησθε	04201302500024
42013025013	ἔξω	42013025013	42013025013	42013025013	ἔξω	04201302500026
42013025014	ἑστάναι	42013025014	42013025014	42013025014	ἑστάναι	04201302500028
42013025015	καὶ	42013025015	42013025015	42013025015	καὶ	04201302500030
42013025016	κρούειν	42013025016	42013025016	42013025016	κρούειν	04201302500032
42013025017	τὴν	42013025017	42013025017	42013025017	τὴν	04201302500034
42013025018	θύραν	42013025018	42013025018	42013025018	θύραν	04201302500036
42013025019	λέγοντες	42013025019	42013025019	42013025019	λέγοντες·	04201302500038
42013025020	Κύριε,	42013025020	42013025020	42013025020	Κύριε,	04201302500040
42013025021	ἄνοιξον	42013025021	42013025021	42013025021	ἄνοιξον	04201302500042
42013025022	ἡμῖν·	42013025022	42013025022	42013025022	ἡμῖν·	04201302500044
42013025023	καὶ	42013025023	42013025023	42013025023	καὶ	04201302500046
42013025024	ἀποκριθεὶς	42013025024	42013025024	42013025024	ἀποκριθεὶς	04201302500048
42013025025	ἐρεῖ	42013025025	42013025025	42013025025	ἐρεῖ	04201302500050
42013025026	ὑμῖν	42013025026	42013025026	42013025026	ὑμῖν·	04201302500052
42013025027	Οὐκ	42013025027	42013025027	42013025027	Οὐκ	04201302500054
42013025028	οἶδα	42013025028	42013025028	42013025028	οἶδα	04201302500056
42013025029	ὑμᾶς	42013025029	42013025029	42013025029	ὑμᾶς	04201302500058
42013025030	πόθεν	42013025030	42013025030	42013025030	πόθεν	04201302500060
42013025031	ἐστέ.	42013025031	42013025031	42013025031	ἐστέ.	04201302500062
42013026001	τότε	42013026001	42013026001	42013026001	τότε	04201302600002
42013026002	ἄρξεσθε	42013026002	42013026002	42013026002	ἄρξεσθε	04201302600004
42013026003	λέγειν	42013026003	42013026003	42013026003	λέγειν·	04201302600006
42013026004	Ἐφάγομεν	42013026004	42013026004	42013026004	Ἐφάγομεν	04201302600008
42013026005	ἐνώπιόν	42013026005	42013026005	42013026005	ἐνώπιόν	04201302600010
42013026006	σου	42013026006	42013026006	42013026006	σου	04201302600012
42013026007	καὶ	42013026007	42013026007	42013026007	καὶ	04201302600014
42013026008	ἐπίομεν,	42013026008	42013026008	42013026008	ἐπίομεν,	04201302600016
42013026009	καὶ	42013026009	42013026009	42013026009	καὶ	04201302600018
42013026010	ἐν	42013026010	42013026010	42013026010	ἐν	04201302600020
42013026011	ταῖς	42013026011	42013026011	42013026011	ταῖς	04201302600022
42013026012	πλατείαις	42013026012	42013026012	42013026012	πλατείαις	04201302600024
42013026013	ἡμῶν	42013026013	42013026013	42013026013	ἡμῶν	04201302600026
42013026014	ἐδίδαξας·	42013026014	42013026014	42013026014	ἐδίδαξας·	04201302600028
42013027001	καὶ	42013027001	42013027001	42013027001	καὶ	04201302700002
42013027002	ἐρεῖ	42013027002	42013027002	42013027002	ἐρεῖ	04201302700004
42013027003	λέγων	42013027003	42013027003	42013027003	λέγων	04201302700006
42013027004	ὑμῖν	42013027004	42013027004	42013027004	ὑμῖν·	04201302700008
42013027005	Οὐκ	42013027005	42013027005	42013027005	Οὐκ	04201302700010
42013027006	οἶδα	42013027006	42013027006	42013027006	οἶδα	04201302700012
		42013027007	42013027007			04201302700014
42013027007	πόθεν	42013027008	42013027008	42013027007	πόθεν	04201302700016
42013027008	ἐστέ·	42013027009	42013027009	42013027008	ἐστέ·	04201302700018
