kind,number,file_number,title,date,date_precision,date_source,collection,duration,speakers,youtube_id,youtube_url,transcript_file,transcript_rows,toc_entries,description,notes
Video,15,23,Friday Sermon: Universal Unity Through Devotion to GOD Alone,-,-,-,-,19:48,Dr. Rashad Khalifa,_Ll4qVZof-8,https://www.youtube.com/watch?v=_Ll4qVZof-8,23 - Friday Sermon Universal Unity Through Devotion to GOD Alone.csv,286,18,"Dr. Rashad Khalifa introduces an idea he calls Universal Unity through Devotion to God Alone, arguing that Protestants and Catholics, Jews and Muslims, Hindus and Sikhs, Sunnis and Shias all share belief in God and are divided only by human figures such as Jesus, Mary, Muhammad, Martin Luther and Joseph Smith. He announces a video program on the theme and a change to the mosque's sign from submission to devotion, reasoning that a person can submit to something while hating it. The first sermon then turns to polygamy, which he treats as a permitted law being abused among Muslims in the United States, offering Muhammad's twenty-five years of monogamy with Khadija and his later marriages to widows as the standard and proposing that the test is whether a marriage alleviates or creates sorrow. The second sermon takes up a statement he attributes to Jesus that people do not know God, and reviews the scale of the solar system, a billion trillion stars across a billion galaxies, and the seven nested universes of the Quran to argue both God's greatness and God's capacity to attend to every individual creature. Related recording: the video program on Universal Unity that Khalifa announces in this sermon appears to be the August 1987 segment appended to ""16 - Essentials of Submission (Islam)"" in this collection. The two are separate recordings covering the same theme, not the same talk.",Separate recording from 16 despite the shared theme. Measured: zero verbatim overlap.
Video,16,24,Friday Sermon: The Mathematical Miracle Proves the Quran to be the Word of GOD (10/16/1987),1987-10-16,day,title,-,27:25,Dr. Rashad Khalifa,2Wy8xnVvyX8,https://www.youtube.com/watch?v=2Wy8xnVvyX8,24 - Friday Sermon The Mathematical Miracle Proves the Quran to be the Word of GOD (10-16-1987).csv,318,21,"Dr. Rashad Khalifa argues that his generation is uniquely fortunate because the mathematical composition of scripture supplies tangible proof for statements earlier generations could only take on faith, such as Moses' staff becoming a snake or Jesus reviving the dead. He reviews the evidence in ascending order, including the nineteen letters of the opening verse, the 114 chapters, the 57 occurrences of Q in each of the two Q-initialed chapters, and the 2147 H.M. letters across seven chapters, noting that a hostile reviewer has now conceded several of the counts while still calling them coincidence. The center of the sermon is a discovery he credits to Lisa: that between the first Quranic initial in Sura 2 and the last in Sura 68 the verses number 5263 and the chapters fall into nineteen alternating groups, that the word Allah occurs 57 times outside that span, and that the sura and verse numbers of those occurrences total 2432, while Sura 68 itself does not contain the word at all. He closes by reading Psalm 91, which he holds to be mathematically authenticated as well, and applies its promise of angelic protection to the believer's confidence that God controls every outcome.",-
Video,17,25,"Friday Sermon: Evidence is Increasing, This Life is a School for the Eternal Life (11/1987)",1987-11,month,title,-,19:38,Dr. Rashad Khalifa,IosZLCyLshg,https://www.youtube.com/watch?v=IosZLCyLshg,"25 - Friday Sermon Evidence is Increasing, This Life is a School for the Eternal Life (11-1987).csv",261,19,"Dr. Rashad Khalifa reviews the latest issue of the Muslim Perspective and the accumulating numerical findings it reports, opening with an account of a Saudi visitor who disputed that Bismillah contains nineteen letters by counting letters not written on the page, and with the two different spellings of bism in the first revelation. He restates the findings credited to Lisa concerning the 5263 verses between the first and last Quranic initials, the nineteen alternating groups of chapters, and the occurrences of the word Allah, arguing that these confirm the verse numbers, chapter numbers and chapter sequence as divinely fixed rather than editorial. He then presents work by Ihsan on the refrain ""which of God's marvels can you deny"" in Sura 55, its patterning across odd and even verse numbers, and the related occurrences in Suras 7 and 53, whose chapter and verse numbers and letter counts he reports as multiples of 19. The second sermon turns to Sura 38:67 on the momentous event people disregard, describing the Day of Resurrection as a universal conference at which an eternal rank is assigned and this life as a school in which credits are accumulated through the Friday and daily prayers, credits he says begin paying off in the present as an inner happiness only God controls.",-
Video,18,26,Friday Sermon: Quran is the Only Book in the World That is Mathematically Composed (11/1987),1987-11,month,title,-,15:37,Dr. Rashad Khalifa,r--5GDUhUn8,https://www.youtube.com/watch?v=r--5GDUhUn8,26 - Friday Sermon Quran is the Only Book in the World That is Mathematically Composed (11-1987).csv,140,15,"Dr. Rashad Khalifa argues that the mathematical composition of literature is an idea belonging to God alone, noting that no book in a library is composed this way and that the Quran is the only intact example, and illustrates what he means by imagining an instruction to write a chapter containing exactly 500 occurrences of one letter. Delivering the sermon on behalf of Ihsan Ramadan, he presents her findings on whether the numbers assigned to Quranic verses are man-made: the chapter and verse numbers where the word salat occurs total 4674, the verses containing the word Quran total 2660, the word itself appears 57 times once a verse in Sura 10 referring to a different quran is set aside, and adding the 38 chapters involved gives 2698, the same as the number of occurrences of the word Allah. Along the way he treats the contact prayer as the connection lost by the generations described in Sura 19, comparing it to a combination to a safe and to ropes that keep a person out of a sizzling pan. The second half relays two illustrations from Ihsan, a driver who stops at a changing light only because a police car is present and a machine that issues tickets whether or not police are watching, applies this to living in the knowledge that God is nearer than the jugular vein, notes a verse in Sura 68 about those unable to prostrate hereafter because they would not prostrate here, and closes by reading Psalm 62.",-
Video,19,27,Friday Sermon: More Evidence - Memorize This Supplication For Divine Protection (11/1987),1987-11,month,title,-,16:36,Dr. Rashad Khalifa,WoKgh6SA7uk,https://www.youtube.com/watch?v=WoKgh6SA7uk,27 - Friday Sermon More Evidence - Memorize This Supplication For Divine Protection (11-1987).csv,201,17,"Dr. Rashad Khalifa returns to the basics of the mathematical miracle, explaining that 19 carries the meaning ""God is One"" because the letters of wahid served as numerals in the era before Arabic numbers existed. He then reports new counts tied to the pillars of Islam: the word wahid appearing nineteen times in reference to God, the chapter and verse numbers of those occurrences totaling 1425, the five occurrences of wahdahu totaling 361, and the mentions of salat, zakat, siyam and hajj summing to 114. He notes that the chapter-and-verse totals for salat and siyam are multiples of 19 while zakat is one above and hajj one below, and reads this as a message that every Muslim prays and fasts while only some pay zakat or perform hajj. The sermon closes with a finding in Sura Qaf whose verse total yields 19 times 42, the number of the only other Q-initialed chapter, a note that Jesus and Adam are each named 25 times alongside Sura 3:59, and a recommendation to memorize the supplication of Sura 23:97-98 as protection against satanic suggestion.",-
Video,20,28,"Friday Sermon: The Muhammadans Worship Muhammad, Discoveries by Atef and Lisa (12/04/1987)",1987-12-04,day,title,-,23:59,Dr. Rashad Khalifa,eV39kJ4M28g,https://www.youtube.com/watch?v=eV39kJ4M28g,"28 - Friday Sermon The Muhammadans Worship Muhammad, Discoveries by Atef and Lisa (12-04-1987).csv",191,21,"Dr. Rashad Khalifa opens by describing a shift in the reception of the God Alone message from religious leaders to academic researchers, then recounts a visit from the vice president of a Saudi Islamic university who objected to the mosque's sign bearing God's name without Muhammad's beside it. Taking this as an illustration of what he calls the worship of Muhammad, he reads at length from a devotional text describing a pre-existent light of Muhammad from whose sweat the angels, the throne and the prophets are said to have been made, and which assigns trades and religions according to which part of Muhammad's form each soul beheld. The remainder of the sermon reports numerical findings: the word Quran occurring 57 times once a disputed instance is set aside, the word messenger 114 times, and, credited to Lisa Spray, the nineteen chapters spanning the missing Bismillah of Sura 9 and the extra one in Sura 27, whose numbers total 342 and match the count of words between them. He closes with totals involving the unnumbered Bismillahs and 6346 verses, and with a prediction he published in 1986 that governments in the region would change at a rate of three every two years, which he reads as fulfilled by changes of government in Sudan, Yemen and Tunisia.",-
Video,21,29,"Friday Sermon: The Power of Repentance, The Secret of Happiness (01/01/1988)",1988-01-01,day,title,-,27:23,Dr. Rashad Khalifa,SkZHcXGbIL4,https://www.youtube.com/watch?v=SkZHcXGbIL4,"29 - Friday Sermon The Power of Repentance, The Secret of Happiness (01-01-1988).csv",346,19,"Delivered on January 1, 1988, this sermon presents repentance as a means of starting over and then sets out what Dr. Rashad Khalifa calls the secret of happiness, reading the theme he has written for his new Quran translation: that happiness is a quality of the soul rather than the body. He cites Eddie Murphy's interview with Barbara Walters and a televised account of Barbara Hutton's life as cases of wealth and fame without happiness, and describes the utterances Bismillah, Ma Sha Allah, Alhamdu Lillah, Subhan Allah and In Sha Allah as snacks for the soul, with the five daily contact prayers as its full nourishment. Reading Sura 21:1-3 on a reckoning that approaches while people remain heedless, he contrasts this with the previous night's New Year celebrations, and draws on Sura 56 to describe a crowded lower Heaven and an uncrowded first class in which his own generation, as witnesses of the miracle, will be numerous. He closes with a new zikr, the visualization that God is present in the room and hears one's secrets, and with plans for a language-neutral video and a set of flashcards presenting the numerical facts of the code.",-
Video,22,30,"Friday Sermon: GOD is Doing Everything, Story About Ahmed Subhy Mansour (1/22/1988)",1988-01-22,day,title,-,20:39,Dr. Rashad Khalifa,TjuvAGtg0F4,https://www.youtube.com/watch?v=TjuvAGtg0F4,"30 - Friday Sermon GOD is Doing Everything, Story About Ahmed Subhy Mansour (1-22-1988).csv",297,20,"Dr. Rashad Khalifa restates his central claim that God is doing everything, citing Sura 8:17 on a battle in which God rather than the believers did the killing, and Sura 51:56 on worship as the purpose of creation. He presents the variation in sunrise times and in the length of fasting days as a mechanism by which God removes excuses and sorts people by rank, then applies the same logic to the arrival in Tucson of Dr. Ahmed Subhy Mansour, an Al-Azhar graduate whose doctorate argued that the prophet will not intercede on the Day of Judgment, which he reads as God answering the charge that he himself is merely an unqualified chemist. He recounts Mansour's imprisonment in Egypt, the telegrams and recitations of Al-Fatehah he credits with the release, and the Egyptian press campaign calling for the degree to be revoked, along with plans to answer an Al-Azhar editorial by turning the label ""rejector of Sunna"" back on its authors as ""rejector of Quran."" The second half reports on a trip to Vancouver, including the five-day visa requirement for Egyptians, a meeting missed at the Seattle airport, a visa obtained through a shared Lancashire dialect, and well-attended gatherings at which former objectors did not appear.",-
Video,23,31,"Friday Sermon: Our Purpose, GOD's Kingdom vs Satan's Kingdom, Abraham's Dream (03/04/1988)",1988-03-04,day,title,-,22:24,Dr. Rashad Khalifa,hnLrKHqOs18,https://www.youtube.com/watch?v=hnLrKHqOs18,"31 - Friday Sermon Our Purpose, GOD's Kingdom vs Satan's Kingdom, Abraham's Dream (03-04-1988).csv",309,21,"Dr. Rashad Khalifa frames the purpose of human existence as a distinction between God's kingdom, which he describes as free of problems, and Satan's kingdom, permitted on Earth to demonstrate Satan's incompetence to be a god. He explains that entry into God's kingdom comes through following the commandments and nourishing the soul, that showing off or yielding to peer pressure over prayer is self-deception, and that recognizing God as the doer of everything is the decisive condition, then leads the congregation in a collective covenant of irrevocable repentance drawn from the Quranic command tooboo ela Allah. The second sermon dwells on God's mercy, citing the forty years he says a person is granted to make up their mind and the law of equivalence in Sura 2:178, which he reads as restricting capital punishment and leaning toward compensation against the harsher instincts of his listeners. He closes by arguing that God never commanded Abraham to sacrifice his son, since Sura 7:28 states that God does not enjoin vice and Sura 37:102 has Abraham acting on a dream, and that God intervened to save the son, treating the traditional reading as an idolization of prophets whose dreams are held to be true.",-
Video,24,32,Friday Sermon: Seek GOD's Kingship Over You and Everything Else Follows (03/25/1988),1988-03-25,day,title,-,16:31,Dr. Rashad Khalifa,BSkLONbBXp8,https://www.youtube.com/watch?v=BSkLONbBXp8,32 - Friday Sermon Seek GOD's Kingship Over You and Everything Else Follows (03-25-1988).csv,225,19,"Dr. Rashad Khalifa opens from Luke 12:29-31, which he treats as expressing a Quranic idea, and explains what it means to seek God's kingship: giving priority to the five contact prayers and the Friday prayer, attending Quranic study, calculating and distributing the 2.5 percent zakat in the order of recipients the Quran specifies, eventually observing hajj, and keeping the prohibitions. The second sermon identifies the secret of happiness as a nourished soul, citing Eddie Murphy's interview with Barbara Walters as a case of wealth without contentment, then examines God's name Al-Razaq, arguing from Sura 7:43, Sura 10:9 and Sura 49:17 that guidance and the prayers themselves are God's provision rather than a favor done to God. He notes Abraham's prayer in Sura 14:40 to be made an observer of the contact prayers, contrasts this with the sins provided in Satan's kingdom, and repeats that Sura 7:28 rules out God having commanded the sacrifice of Abraham's son. He closes by arguing that mentioning any name besides God's in the prayer nullifies it under Sura 72:18, and that a completed prayer is a gift worth congratulating. Related recording: these two sermons also appear as the sample sermons in the second half of ""18 - Principles of Friday Prayer"" in this collection.",Contained in full inside 18 at 00:17:32-00:31:33.
Video,25,33,"Friday Sermon: Marriage Importance of Love, Muhammad's Example (04/08/1988)",1988-04-08,day,title,-,22:48,Dr. Rashad Khalifa,KPGPbbkGsw4,https://www.youtube.com/watch?v=KPGPbbkGsw4,"33 - Friday Sermon Marriage Importance of Love, Muhammad's Example (04-08-1988).csv",189,19,"Dr. Rashad Khalifa presents the Quranic law of marriage as resting on two requirements: love, which he grounds in Sura 4:24 and Sura 30:21 and says cannot exist without a real period of acquaintance, and a dowry, whose purpose he identifies as security for the wife. He extends the security argument to divorce, citing Sura 2:240-241 on alimony and Sura 65:1 on the prohibition against turning a wife out of the house, and describes the Middle Eastern practice of an official marriage followed by a long interval before consummation as one way of satisfying the first requirement. The second sermon treats self-discipline as the foundation of all religious practice, invoking Sura 7:179 on people who become worse than animals, contrasting the televangelists Jimmy Swaggart and Jim Bakker with a believer whose soul is stronger than the body, and offering his own experience at scientific conferences as illustration. He closes on polygamy, which he says the Quran permits under many conditions while Muhammad's twenty-five years with one wife and his later marriages to widows set the example, and on divorce, which he says God hates and hedges with protections for women drawn from Sura 28:5. Related recording: this sermon also appears as a sample sermon in the second half of ""18 - Principles of Friday Prayer"" in this collection.",Contained in full inside 18 at 00:34:17-00:56:33.
Video,26,34,"Friday Sermon: Proclaiming Messengership, Abraham's Religion (04/15/1988)",1988-04-15,day,title,-,33:37,Dr. Rashad Khalifa; Carole,n5Xflm_Z4jA,https://www.youtube.com/watch?v=n5Xflm_Z4jA,"34 - Friday Sermon Proclaiming Messengership, Abraham's Religion (04-15-1988).csv",231,29,"In this sermon Dr. Rashad Khalifa publicly announces that he has been commissioned a messenger of God, something he says he had known since 1980 and had avoided declaring for eight years. Anticipating resentment, he argues from Sura 18:60-82, Sura 39:65, Sura 21:28 and Sura 49:13 that a messenger is not necessarily better than anyone in the congregation, is not guaranteed Heaven, and serves only as a vehicle for information, and he states that he will not accept money for religious work. He then argues from the distinction between prophet and messenger in Sura 33:40, the covenant of Sura 3:81 and Sura 7:35 that messengers can come after Muhammad, and presents the signs he offers as authorization: the mathematical code of the Quran, the root rashada appearing nineteen times in a Quran index printed the year before his birth, the verse numbers containing the word Allah totaling 118123, and numerical totals linking the names Abraham, Muhammad and Rashad to 855, which he connects with his age of 45 in 1980. The sermon closes with a revised understanding of zakat drawn from Sura 6:141, which he says should be paid at 2.5 percent from each paycheck rather than once a year, and with his account of weeping and prostrating before he accepted making the announcement. Related recording: this sermon also appears as the first part of the compilation ""05 - Old Message, New Messenger"" in this collection.",Contained in full inside 05 at 00:02:33-00:33:28. No overlap with 35.
Video,27,35,Friday Sermon: Rashad Explains His Messengership Details (05/16/1988),1988-05-16,day,title,-,38:04,Dr. Rashad Khalifa; Audience,xouJtIryZ5w,https://www.youtube.com/watch?v=xouJtIryZ5w,35 - Friday Sermon Rashad Explains His Messengership Details (05-16-1988).csv,293,29,"Dr. Rashad Khalifa gives a detailed account of the night in April 1988 that led to his announcement of messengership, describing how he repeatedly opened the Quran at random, across several copies and even by pointing a letter opener into a stack of them, and each time read that he was fired, doomed and unfit because he had been a coward. He says that only after he wept, prostrated and resolved to make the announcement even at the cost of his children and friends did the same procedure begin returning messages of forgiveness, which is why he now speaks without hedging. He restates that messengership carries no rank, since Sura 18 shows Moses as a poor student, Sura 39 warns that even a messenger's work is nullified by idolatry, and Sura 49:13 makes righteousness the only criterion, and he insists on the shahada of Sura 3:18 with no name added to God's. The sermon reviews his own chronology, the 1973 publications on the Quranic initials and the number 19, the year 1400 as a turning point, and the ""seven pairs"" of Sura 15 read as fourteen centuries, then closes with corrections he proposes to zakat under Sura 6:141, to fasting and to hajj, and with the argument from Sura 33:40, Sura 7:35 and the mention of Joseph in Sura 40 that Muhammad was not the last messenger. Related recording: this sermon also appears as the second part of the compilation ""05 - Old Message, New Messenger"" in this collection.",Contained in full inside 05 at 00:36:11-01:11:30. No overlap with 34.
Video,28,36,Friday Sermon: Natural Instinct - Who is The Real You? How to Find Perfect Happiness (05/27/1988),1988-05-27,day,title,-,13:59,Dr. Rashad Khalifa,HW9pLxDpNKk,https://www.youtube.com/watch?v=HW9pLxDpNKk,36 - Friday Sermon Natural Instinct Who is The Real You How to Find Perfect Happiness (05-27-1988).csv,182,18,"Dr. Rashad Khalifa offers a summary overview of the message as he understands it, addressed partly to guests, beginning with the claim that this generation is the first to receive a divine message supported by tangible physical evidence. He describes a covenant taken before creation in which all human beings bore witness that God alone is their Lord, which he identifies as the natural instinct each person is born with, and then answers what he presents as the questions most people cannot answer: who we are, given that a person consists of a body and a soul; why we are here; and what we actually need. The second sermon traces the arrangement back to Satan's claim that he could be a god, which God tested by granting him the planet Earth as a dominion and those humans who choose him as constituents, so that every person stands in one of two kingdoms, one free of problems and one full of them. He closes with the mechanism he offers for perfect happiness, the nourishment of the soul through the Friday and five daily prayers, charity taken from what the body loves, fasting as mastery over the body, and pilgrimage commemorating Abraham, noting that some earlier scriptures also carry the mathematical code.",-
Video,29,37,"Friday Sermon: The Meaning of Life, Discovering the Miracle (07/15/1988)",1988-07-15,day,title,-,24:58,Dr. Rashad Khalifa,vx22QER90B4,https://www.youtube.com/watch?v=vx22QER90B4,"37 - Friday Sermon The Meaning of Life, Discovering the Miracle (07-15-1988).csv",201,23,"Dr. Rashad Khalifa recounts a cosmology in which Satan's claim to be a god was tested by granting him the planet Earth as a dominion and, as constituents, those descendants of Adam who share his view that God alone is not enough, with every human being consulted beforehand and agreeing to take the test. He describes the instinctive knowledge and the messengers given on one side and, on the other, a jinn born alongside each person to whisper Satan's argument, and reads the surrounding universe of a billion galaxies as Satan's prison cell, too small for him to leave. The second sermon argues that Satan's method is to capture leaders rather than followers, naming the Pope, the imams of jurisprudence and students at Al-Azhar and the Islamic University in Medina, and inserts a newly reported finding that the distinct numbers appearing in the Quran sum to a multiple of 19. He closes with an account of how the discovery came about: a six-month computer course at Monsanto that coincided with his curiosity about the Quranic initials, and a move to the food research department of Anheuser-Busch where the work was completed, which he reads as the miracle having been hidden in Satan's own pocket and as evidence that Satan's knowledge is limited.",-
Video,30,38,Friday Sermon: Who is GOD? Understanding Our Universe (08/04/1988),1988-08-04,day,title,-,18:39,Dr. Rashad Khalifa,hqNE7n4fRs0,https://www.youtube.com/watch?v=hqNE7n4fRs0,38 - Friday Sermon Who is GOD Understanding Our Universe (08-04-1988).csv,165,16,"Dr. Rashad Khalifa argues that idol worship persists because people do not grasp the greatness of God, and devotes the sermon to establishing that scale from what he presents as established scientific facts. He works outward from the solar system, whose sunlight reaches Earth in four minutes and whose span runs to billions of miles, to the Milky Way, which light would take a hundred thousand years to cross, to a neighboring galaxy two million light years away, to a universe of a billion galaxies and a billion trillion stars measuring some 26 billion light years across, pausing to calculate that merely counting a quintillion stars at one per second would take 32 billion years. He then states, on the authority of the Quran and its mathematical code, that this universe is the smallest and innermost of seven, so that no number can express the circumference of the outermost, and cites Sura 39 on the heavens held in God's hand as an allegory for that greatness. He concludes that against this scale it is blasphemous to attribute to God a son, wife or partner, or to idolize Muhammad, Jesus, Mary or a saint, asking what role any of them played in setting the synchronized rotation of the moon or the precision of the orbits. Related recording: this carries the same audio as ""02 - Who is GOD"" in this collection. The two transcripts align to within about a second of each other across their whole length, and that one additionally transcribes the opening takbirs before 00:02:39. They are two uploads of one recording, published once as a dated Friday sermon and once as a video program.","Same recording as 02. Verified: 0.9630 word similarity, median timestamp offset +0.01s across 1,994 aligned words. This is the sermon cut; 02 is the packaged program."
Video,31,39,Friday Sermon: Who is Your GOD? Majority of Believers Are Going to Hell (10/28/1988),1988-10-28,day,title,-,30:17,Dr. Rashad Khalifa,mw2PxMFm6r4,https://www.youtube.com/watch?v=mw2PxMFm6r4,39 - Friday Sermon Who is Your GOD Majority of Believers Are Going to Hell (10-28-1988).csv,192,23,"Dr. Rashad Khalifa asks the congregation to examine the question ""who is your god,"" noting that the Quran repeatedly describes people who identify God as creator yet are destined for Hell. His answer is that whatever preoccupies a person's mind for the majority of the day is that person's god, supported from Sura 25:43 on one whose god is his own self, Sura 33:41-42 on commemorating God without limit, Sura 3:191, Sura 2:165 and 2:200, and Sura 63:9 and 64:14-15 on money, spouses and children as distractions and tests. He proposes dividing the day into a hundred units to measure how many are spent thinking of God, warns from Sura 18:42 and Sura 7:190 that whatever is idolized will eventually be lost, and gives practical means of remembrance: the first words spoken on waking, the five prayers as concentrated remembrance, Bismillah before eating, and Ma Sha Allah or Subhan Allah at any occasion. The sermon closes by answering students who ask why they do not get straight A's, arguing that God grants victory where it counts, illustrated with a broadcast recording of Sammy Khalifa's final at-bat of the season.",-
Video,32,40,"Friday Sermon: Classification of Creatures, Loving GOD, Hell is not Enough (12/09/1988)",1988-12-09,day,title,-,21:56,Dr. Rashad Khalifa,2sydJIGEp1I,https://www.youtube.com/watch?v=2sydJIGEp1I,"40 - Friday Sermon Classification of Creatures, Loving GOD, Hell is not Enough (12-09-1988).csv",235,24,"Speaking without prepared notes, Dr. Rashad Khalifa asks why believers should love God most, and answers by reconstructing an account in which unclassified creatures divided when Satan claimed he could be a god: those who accepted God's absolute authority without question became angels, Satan became a jinn, and those who agreed with him mentally became human beings. He says that when God offered these humans a second chance on Earth, the angels of Sura 2 asked whether God would place corrupters there, which he reads as a call to send them straight to Hell, and he finds parallel traces in Romans 3:23, Romans 6:23 and Hebrews 1:3. The second sermon argues that the human race remains bad enough to justify that judgment, pointing to mosques he says violate Sura 72:18 and churches that call Jesus God, and then explains why he believes two false verses in Sura 9 were allowed to stand for fourteen centuries: a proposal during Uthman's committee to add praise of the prophet, which he says Ali opposed, leading to fifty years of war, the killing of the prophet's family at Karbala, and Marwan burning the original copy. He closes with the retribution described in Sura 22:19-22, an account of a Los Angeles meeting where Muslim attendees attacked his presentation rather than a professor who had called the Quran a hallucination, and the point that summing the Quran's numbers leaves no room for disputes about letter counts.",-
Video,33,41,Friday Sermon: What About Previous Generations? (12/30/1988),1988-12-30,day,title,-,21:41,Dr. Rashad Khalifa,WZpZHLONMeM,https://www.youtube.com/watch?v=WZpZHLONMeM,41 - Friday Sermon What About Previous Generations (12-30-1988).csv,146,21,"Dr. Rashad Khalifa, working on the final pages of his new translation, takes up the recurring question of what becomes of earlier generations who lacked the complete message, recalling Pharaoh's question to Moses. He answers with a population estimate: about 6 billion people have lived from Adam until 1989, against some 75 billion still to come before the end of the world in 2280, so that the vast majority of humanity will receive the message intact. He revisits the classification of creatures into angels who never doubted God's absolute authority, jinns who accepted Satan's claim, and humans who remained undecided, and argues from Sura 19:71-72, Sura 21:101 and Sura 7:32 that this world is itself a mild or halfway Hell, defined as the absence of God's physical presence and distinguished from the eternal Hell by the fact that God still provides for believer and disbeliever alike, as in Sura 2:126. The second sermon previews a finding credited to Abdullah that stringing together the chapter and verse numbers of the Quran, stopping Sura 9 at verse 127, yields a number miles long that is a multiple of 19, and that the same holds for the units of the five prayers, then reads Malachi 3 on the Messenger of the Covenant and disputes the Christian identification of that figure with John the Baptist.",-
Video,34,10,United Submitters International Conference: Explaining the Fulfillment of the Covenant (1988),1988,year,title,-,18:54,Dr. Rashad Khalifa; Ismail; Azhar,NaMA9rybg5Y,https://www.youtube.com/watch?v=NaMA9rybg5Y,10 - United Submitters International Conference Explaining the Fulfillment of the Covenant (1988).csv,190,21,"Answering a question at a 1988 United Submitters International conference, Dr. Rashad Khalifa recounts an experience during his pilgrimage in Mecca. Listening to the reciter Sheikh Al-Banna on Cairo radio on a Tuesday morning after the dawn prayer, he says that during the recitation of Sura 55 he was taken somewhere in the universe and shown all the prophets in turn, each appearing as in an oval portrait and nodding approvingly, with only Abraham identified to him by name, and that he was told at the time it was not his concern. He says the meaning was explained to him four months before this conference as the fulfilment of Sura 3:81, the prophets affirming a pledge to support a messenger who would confirm their messages. He then argues from Sura 16:2 and from Sura 22:75, which he stresses is in the present tense, that God continues to choose messengers, that everyone present who calls people to worship God alone is a messenger and a witness under Sura 22:78, and that his own role differs only in being specific. The session closes with a telegram from Ahmad Deedat addressing him by an Arabic epithet he locates in Suras 38 and 54, and with questions about the prophecy in Suras 9 and 48 that the message will prevail, the nineteen words of Sura 110, and the message reaching Japan and Latin America.","Speaker labels: 67 rows across 4 blocks are likely Dr. Rashad Khalifa but currently labelled with the questioner who preceded them. Pending audio verification at 00:10:47, 00:15:10, 00:16:25, 00:17:06."
Video,35,42,"Friday Sermon: Remember GOD Constantly, Submitter vs Objector (01/13/1989)",1989-01-13,day,title,-,18:33,Dr. Rashad Khalifa,Giya8_xs2iE,https://www.youtube.com/watch?v=Giya8_xs2iE,"42 - Friday Sermon Remember GOD Constantly, Submitter vs Objector (01-13-1989).csv",224,21,"Dr. Rashad Khalifa opens with a finding he credits to Mahmood, that placing the numerical values of the letters of La Elaha Ella Allah side by side produces a multiple of 19, and connects it to counts he associates with the bones of the body and the length of gestation. The main sermon is an examination of conscience built around the question ""who was your god last week,"" walking the congregation through an ordinary Saturday, waking with Bismillah, praying before sunrise, and pausing over the milk drawn from blood, the grain, the fruit, the clothing, the heater, the car and the traffic light, asking at each point whether God was actually in mind. He returns to Luke 12:29-31 and the argument that God runs everything, leaving a person only the choice between two kingdoms, and reassures listeners that the habit will take months to form. The second sermon divides humanity into submitters, who accept whatever God does and are therefore always happy, and objectors, who are always miserable, then asks why God named the longest chapter of the Quran after a cow, answering that the Israelites' haggling over which cow to sacrifice illustrates the arguing that total submission excludes, as with disputes over the four steps of ablution.",-
Video,36,43,"Friday Sermon: Revelation of Quran to Revelation of Miracle, Importance of Dawn Prayer (02/03/1989)",1989-02-03,day,title,-,26:47,Dr. Rashad Khalifa,zQLIUjxFIRw,https://www.youtube.com/watch?v=zQLIUjxFIRw,"43 - Friday Sermon Revelation of Quran to Revelation of Miracle, Importance of Dawn Prayer (02-03-1989).csv",205,25,"Prompted by a question relayed from Canada about the interval between the revelation of the Quran and the revelation of its mathematical code, Dr. Rashad Khalifa traces the early history of Islam: the Quran placed in the prophet's heart in one night of Ramadan, its gradual release through Gabriel, three years of secret preaching, a boycott outside Mecca, Omar's conversion, and the Hijra thirteen years later. He dates his own identification of 19 as the code's common denominator to January 1974, corresponding to the close of 1393 after the Hijra, and reports that adding the Christian and Hijra figures gives 1406, or 19 times 74, the number of the chapter in which 19 is mentioned, which he reads as evidence that this history was predestined. The second sermon urges attention to the Dawn Prayer, arguing that the Quran's own name for it requires it before sunrise, that rising for it lubricates the joints and strengthens the soul against the body, and that varying sunrise times work as a sifting process which gradually reduces the number who keep it. He also defends a previous week's khutba by Mahmood Abib, citing Abraham's request to have his heart assured, and returns to his own eight years of resistance to announcing his messengership, the test he now reads in Sura 17:94, and the case of Kassim Ahmad in Malaysia as a believer who accepted everything else but not the announcement. Related recording: the Dawn Prayer segment also appears appended to ""16 - Essentials of Submission (Islam)"" in this collection.",Passage at 00:11:15-00:15:14 is quoted in 16.
