index,id,title,pdf_filename,source_url,section_index,section_type,heading_level,content
46,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,46,paragraph,,"This initial prefixes three suras, 7, 19, and 38, and the total occurrence of the letter ""S” (Saad) in these three suras is 152, 19x8 (Table 2). It is noteworthy that in 7:69, the word ""Bastatan” is written in some printings with a ""Saad,” instead of ""Seen.”"
47,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,47,paragraph,,"Table 2: The Frequency of Occurrence of the Letter ""S"" in the Saad-initialed Suras"
48,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,48,table,,"Sura No. Frequency of The letter ""S"" 7 97 19 26 38 29 152 (19x8)"
49,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,49,paragraph,,"This is an erroneous distortion that violates the Quran's code. By looking at the oldest available copy of the Quran, the Tashkent Copy, it was found that the word “Bastatan” is correctly written with a “Seen” (see photocopy below)."
50,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,50,image,,Photocopy from the Tashkent Quran
51,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,51,heading,3,Historical Note
52,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,52,paragraph,,"The momentous discovery that ""19” is the Quran's common denominator became a reality in January 1974, coinciding with Zul-Hijjah 1393 A.H. The Quran was revealed in 13 B.H. (Before Hijrah). This makes the number of years from the revelation of the Quran to the revelation of its miracle 1393 + 13 = 1406 = 19x74. As noted above, the unveiling of the Miracle took place in January 1974. The correlation between 19x74 lunar years and 1974 solar years could not escape notice. This is especially uncanny in view of the fact that ""19” is mentioned in Sura 74."
53,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,53,heading,2,Y. S. (Ya Seen)
54,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,54,paragraph,,"These two letters prefix Sura 36. The letter ""Y” occurs in this sura 237 times, while the letter ""S” (Seen) occurs 48 times. The total of both letters is 285, 19x15."
55,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,55,paragraph,,"It is noteworthy that the letter “Y” is written in the Quran in two forms; one is obvious and the other is subtle. The subtle form of the letter may be confusing to those who are not thoroughly familiar with the Arabic language. A good example is the word ""Araany "" which is mentioned twice in 12:36. The letter “Y” is used twice in this word, the first “Y” is subtle and the second is obvious. Sura 36 does not contain a single “Y” of the subtle type. This is a remarkable phenomenon, and one that does not normally occur in a long sura like Sura 36. In my book QURAN: VISUAL PRESENTATION OF THE MIRACLE (Islamic Productions, 1982) every “Y” and “S” in Sura 36 is marked with a star."
56,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,56,image,,Araany Arabic
57,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,57,heading,2,H.M. (Ha Mim)
58,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,58,paragraph,,"Seven suras are prefixed with the letters “H ” and “M ;” Suras 40 through 46. The total occurrence of these two letters in the seven H.M.-initialed suras is 2147, or 19x113. The detailed data are shown in Table 3."
59,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,59,image,,Arabic Ha
60,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,60,image,,Arabic Mim
61,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,61,paragraph,,"Naturally, the alteration of a single letter “H” or “M” in any of the seven H.M.-initialed suras would have destroyed this intricate phenomenon."
62,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,62,paragraph,,"Table 3: Occurrence of the Letters ""H"" and ""M"" in the Seven H.M.-Initialed Suras"
63,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,63,table,,"Sura Frequency of Occurrence No. ""H"" ""M"" ""H+M"" 40 64 380 444 41 48 276 324 42 53 300 353 43 44 324 368 44 16 150 166 45 31 200 231 46 36 225 261 292 1855 2147 (19x113)"
64,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,64,heading,2,`A.S.Q. (`Ayn Seen Qaf)
65,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,65,paragraph,,"These initials constitute Verse 2 of Sura 42, and the total occurrence of these letters in this sura is 209, or 19x11. The letter “ `A” (`Ayn) occurs 98 times, the letter “S” (Seen) occurs 54 times, and the letter “Q” (Qaf) occurs 57 times."
66,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,66,heading,2,A.L.M. (Alef Laam Mim)
67,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,67,paragraph,,"The letters “A,” “L,” and “M” are the most frequently used letters in the Arabic language, and in the same order as we see in the Quranic Initials — “A,” then “L,” then “M.” These letters prefix six suras — 2, 3, 29, 30, 31, and 32 — and the total occurrence of the three letters in each of the six suras is a multiple of 19 [9899 (19x521), 5662 (19x 298), 1672 (19x88), 1254 (19x66), 817 (19x43), and 570 (19x30), respectively]. Thus, the total occurrence of the three letters in the six suras is 19874 (19x 1046), and the alteration of one of these letters destroys this phenomenon."
68,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,68,paragraph,,"Table 4: Occurrence of the Letters ""A,"" ""L,"" and ""M"" in the A.L.M.-Initialed Suras."
69,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,69,table,,"Sura Frequency of Occurrence No. ""A"" ""L"" ""M"" Total 2 4502 3202 2195 9899 (19x521) 3 2521 1892 1249 5662 (19x298) 29 774 554 344 1672 (19x88) 30 544 393 317 1254 (19x66) 31 347 297 173 817 (19x43) 32 257 155 158 570 (19x30) 8945 6493 4436 19874 (19x1046)"
70,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,70,heading,2,A.L.R. (Alef Laam Ra)
71,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,71,paragraph,,"These initials are found in Suras 10, 11, 12, 14, and 15. The total occurrences of these letters in these suras are 2489 (19x131), 2489 (19x131), 2375 (19x 125), 1197 (19x63), and 912 (19x48), respectively (Table 5)."
72,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,72,paragraph,,"Table 5: Occurrence of the Letters ""A,"" ""L,"" and ""R"" in the A.L.R.-Initialed Suras"
73,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,73,table,,"Sura Frequency of Occurrence No. ""A"" ""L"" ""R"" Total 10 1319 913 257 2489 (19x131) 11 1370 794 325 2489 (19x131) 12 1306 812 257 2375 (19x125) 14 585 452 160 1197 (19x63) 15 493 323 96 912 (19x48) 5073 3294 1095 9462 (19x498)"
74,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,74,heading,2,A.L.M.R. (Alef Laam Mim Ra)
75,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,75,paragraph,,"These initials prefix one sura, No. 13, and the total frequency of occurrence of the four letters is 1482, or 19x78. The letter “A” occurs 605 times, “L” occurs 480 times, “M” occurs 260 times, and “R” occurs 137 times."
76,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,76,heading,2,A.L.M.S. (Alef Laam Mim Saad)
77,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,77,paragraph,,"Only one sura is prefixed with these initials, Sura 7, and the letter “A” occurs in this sura 2529 times, “L” occurs 1530 times, “M” occurs 1164 times, and “S” (Saad) occurs 97 times. Thus, the total occurrence of the four letters in this sura is 2529+1530+1164+97 = 5320 = 19x280."
78,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,78,paragraph,,"An important observation here is the interlocking relationship involving the letter “S” (Saad). This letter occurs also in Suras 19 and 38. While complementing its sister letters in Sura 7 to give a total that is divisible by 19, the frequency of this letter also complements its sister letters in Suras 19 and 38 to give a multiple of 19 (see Page 380)."
79,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,79,paragraph,,"Additionally, the Quranic Initial “S” (Saad) interacts with the Quranic Initials “K.H.Y. `A.” (Kaaf Ha Ya `Ayn) in Sura 19 to give another total that is also a multiple of 19 (see Page 383). This interlocking relationship — which is not unique to the initial “S” (Saad) — contributes to the intricacy of the Quran's numerical code."
80,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,80,heading,2,K.H.Y.`A.S. (Kaaf Ha Ya `Ayn Saad)
81,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,81,paragraph,,"This is the longest set of initials, consisting of five letters, and it occurs in one sura, Sura 19. The letter “K” in Sura 19 occurs 137 times, “H” occurs 175 times, “Y” occurs 343 times, “ `A” occurs 117 times, and “S” (Saad) occurs 26 times. Thus, the total occurrence of the five letters is 137+175+343+117+26 = 798 = 19x42."
