Video Title,Link,Start Time,End Time,Text,Speaker,Description,TOC Time,TOC Title
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:07:55.640,00:08:05.480,"entity. then We parted them?"" The separation process 
resulted in the formation of multiple worlds. The",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:08:05.480,00:08:10.070,"mention of these worlds has made several times 
in the document. Also, it would seem that the",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:08:10.070,00:08:15.710,"modern discovery of bridges of matter which are 
present outside organized astronomical systems",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:08:15.710,00:08:22.400,"is referenced in the verse which reads: ""God is 
the One who created the heavens, the earth and",Bill Buck,,00:08:15.710,The Preserved Body of Pharaoh
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:08:22.400,00:08:29.480,"what is between them."" ""Today we will only preserve 
your body to set you up as a sign for subsequent",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:08:29.480,00:08:38.120,"generations. Indeed most people are heedless 
of our signs."" Miraculously, it seems that the",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:08:38.120,00:08:44.660,"Egyptians were exclusively gifted with the science 
of mummification. In 1898, Laurier discovered the",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:08:44.660,00:08:51.320,"mummified body of Ramses II of Thebes in the valley 
of kings where it had lain untouched for 3,000",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:08:51.320,00:08:57.230,"years. He had it transported to Cairo where it 
may be seen to this day. The medical study of",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:08:57.230,00:09:03.560,"the mummy of Merneptah, Pharaoh of the Exodus, has 
yielded further useful information on the possible",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:09:03.560,00:09:09.830,"cause of this Pharaoh's death. The lack of signs 
of deterioration of the body proves that the body",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:09:09.830,00:09:16.790,"did not stay in water for a prolonged period of 
time. And in the heavens, for many centuries it was",Bill Buck,,00:09:09.830,The Moon as a Reflector
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:09:16.790,00:09:22.850,"believed that the moon had its own light. Science 
discovered not too long ago that the moon really",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:09:22.850,00:09:30.450,"did not generate its own light, but acted only as 
a reflector of the sun's rays. ""God is the one who",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:09:30.450,00:09:37.620,"made the Sun luminescent and the moon a light and 
He designed its phases to provide you with the",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:09:37.620,00:09:46.470,"timing device. God did not create all this in vain."" ""God is the One who created the night the day the",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:09:46.470,00:09:55.710,"Sun and the moon. Each one is traveling in an orbit 
with its own motion."" Today, it is known how the",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:09:55.710,00:10:02.280,"celestial organization is balanced by the position 
of stars in a defined orbit and how the interplay",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:10:02.280,00:10:08.340,"of gravitational forces is related to their mass 
and speed of movement, each with its own motion.",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:10:08.340,00:10:16.800,"Sir Francis Drake proved the Earth to be round 
when he sailed around it in 1597. ""Are you more",Bill Buck,,00:10:08.340,An Egg-Shaped Earth
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:10:16.800,00:10:24.720,difficult to create than the heaven that he built? He raised its masses and perfected it. He made its,Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:10:24.720,00:10:34.530,"night dark and its morning visible. Thereafter, He 
made the Earth egg shaped."" That was written almost a",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:10:34.530,00:10:40.740,"thousand years before Columbus. We know now that 
the Earth's atmosphere acts as a filter to prevent",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:10:40.740,00:10:47.430,"harmful radiations from reaching the surface. Short 
wavelengths like x-rays and ultraviolet rays are",Bill Buck,,00:10:40.740,A Protected Ceiling
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:10:47.430,00:10:53.580,"filtered out at high altitudes. Protection from 
these rays is vital to the existence of life on",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:10:53.580,00:11:03.580,"Earth. ""And We made the sky a protected ceiling."" Then, there is the affirmation of the modern idea that",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:11:03.580,00:11:13.390,"the origin of life is aquatic. ""And We made water 
a requisite for every living thing."" Water is the",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:11:13.390,00:11:19.420,"simplest chemical compound of importance to all 
the living things. Most organisms consist of 50 to 95",Bill Buck,,00:11:13.390,Water and Living Things
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:11:19.420,00:11:26.140,"percent water. Scientists know that absolutely 
every living entity known to man requires water",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:11:26.140,00:11:33.820,"for its existence. Many properties of water make 
it essential to life's processes. Its ability to",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:11:33.820,00:11:39.520,"dissolve a great variety of substances is vital 
because most chemical reactions within organisms",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:11:39.520,00:11:47.200,"can occur only in a water solution. Take the 
field honeybee busy bringing in nectar from",Bill Buck,,00:11:39.520,How Bees Make Honey
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:11:47.200,00:11:53.350,"flowers. On entering the hive with a full honey 
sac - which is an enlargement of the esophagus -",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:11:53.350,00:11:59.110,"the field be regurgitates the contents into 
the mouths of young workers called house or",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:11:59.110,00:12:05.860,"nurse bees. These, in turn, deposit nectar in 
a cell and carry out the tasks necessary to",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:12:05.860,00:12:13.960,"convert the nectar to honey. This we have known 
for about 80 years. ""And your Lord inspired the",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:12:13.960,00:12:21.910,"bee. Build homes in the mountains and the trees 
and what the people build for you. Then, eat",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:12:21.910,00:12:29.410,"from all kinds of crops and obediently follow the 
designs of your Lord."" ""Out of their bellies comes a",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:12:29.410,00:12:39.042,"liquid of various colors wherein there is healing 
for the people. This should be a sign for those who reflect.""",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:12:39.042,00:12:45.570,"Remember, this statement was made 1400 years ago. How in the world could somebody have known 1400",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:12:45.570,00:12:51.270,"years ago that honey came from the belly of the 
bee? This document also claims that there is a",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:12:51.270,00:12:57.120,"healing property in honey. Honey does in fact 
have mild antiseptic properties. The Russians",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:12:57.120,00:13:02.370,used honey to cover their wounds in World War II. The wounds retained an amount of moisture,Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:13:02.370,00:13:08.460,"and left very little scar tissue. Because of 
its density, no fungus or bacteria could grow",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:13:08.460,00:13:14.760,"in the wound. It is also known that if a person 
suffering from allergies from a certain plant is",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:13:14.760,00:13:22.920,"given honey produced from that plant, that person 
builds up certain resistance to the allergy. 1000",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:13:22.920,00:13:28.410,"years before the discovery of the circulation 
of blood and roughly 13 centuries before it was",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:13:28.410,00:13:33.180,"known what happens in the intestine to ensure 
that the organs are nourished by the process",Bill Buck,,00:13:28.410,Milk from Between Urine and Blood
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:13:33.180,00:13:45.701,"of digestive absorption, we find a verse in the document. ""From between the urine and blood comes pure delicious milk.""",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:13:45.701,00:13:51.540,"Only recently, was it found that from what the cow eats, there is 
a separation of nutrients into the blood and",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:13:51.540,00:13:59.430,the urine and the remainder ends up as milk. Progress in botany 1400 years ago was nowhere,Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:13:59.430,00:14:05.010,"advanced enough for it to establish as a rule 
that plants have both male and female parts.",Bill Buck,,00:13:59.430,Plants Created in Pairs
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:14:05.010,00:14:14.350,"Nevertheless, we read in the document: ""God is the 
One who sent water down from the sky and thereby",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:14:14.350,00:14:23.320,"brought forth pairs of plants each separate from 
the other."" Today, we know that fruit comes from",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:14:23.320,00:14:32.650,"plants that have sexual characteristics even when 
it comes from unfertilized fruits like bananas. ""Of all fruits God",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:14:32.650,00:14:41.800,"placed on the Earth two of a pair."" This document stated to 
early man the remarkable premise that mountains",Bill Buck,,00:14:32.650,Mountains That Move
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:14:41.800,00:14:48.430,"move like the clouds. We know this to be true now 
since the earth rotates around its axis and around",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:14:48.430,00:14:54.610,"the Sun, but to an ancient what could be more 
contradictory to the obvious than that mountains",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:14:54.610,00:15:03.280,"move and yet... ""When you look at the mountains, you 
may think that they are standing still. But they are",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:15:03.280,00:15:11.620,"moving in the same manner as the clouds. Such is 
the creation of God. We know now of continental",Bill Buck,,00:15:03.280,Mountains as Stakes
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:15:11.620,00:15:18.550,"drift of folding which forms mountain ranges. The 
Earth's crust is like a solid shell on which we",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:15:18.550,00:15:26.680,"can live while the deeper layers are hot and fluid. ""Have we not made the Earth an expanse and the",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:15:26.680,00:15:34.390,"mountains stakes?"" The stake like stability of the 
mountains is linked to the folding phenomenon in",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:15:34.390,00:15:41.340,"that the folds provide the foundations for the 
reliefs that form the mountains. From this aspect,",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:15:41.340,00:15:49.650,"they are indeed like tent stakes driven deep into 
the ground. ""He makes his chest straightened like",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:15:49.650,00:15:56.490,"one who climbs towards the sky."" Fingerprinting 
became a scientific method of identification in",Bill Buck,,,
49 The Creators Signature,https://www.youtube.com/watch?v=utI1q7zHKD0,00:15:56.490,00:16:01.740,"the 1880s with the research of Sir Francis 
Dalton. Dalton calculated mathematically",Bill Buck,,,
